"","Artikeln.Nr.","Link","Erscheinungsjahr","Erscheinungsnr.","Medium","Titel","Autor","Abschnitt.Nr.","Zeitbezug","Land","Region","Thematische.Bewertung","Bewertung","Kommentare"
"407",39,"http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true",2009,15,"Zeit","Die Hinterm?nner","Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr",22,"Vergangenheit","Deutschland","-","wuchernde Finanzm?rkte, gleiche Interessen-Deutschland-Banken, einfache Rechnung, verzehnfachter Umsatz, deregulierte Banken, deregulierte Unternehmen, gr?õere Gewinne, hohe Boni-Banken",0,""
"408",39,"http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true",2009,15,"Zeit","Die Hinterm?nner","Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr",23,"Vergangenheit","Deutschland","Berlin","ausgerichtetes Geburtstagsfest-Angela-Merkel-Josef-Ackermann, vozugsvolle Behandlung-Josel-Ackermann, wichtige Vorstandschefs",-2,""
"409",39,"http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true",2009,15,"Zeit","Die Hinterm?nner","Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr",24,"Vergangenheit","Deutschland","-","m?gliche Hintergehung-Banken-Jens-Weidmann, gesteigerte Angst-Doppelrettung-Jens-Weidmann, versteckte Banker-Zahlen, unsichtbare Risiken, aufw?ndige Bilanzpr?fungen, getriebener Staat",-3,""
"410",39,"http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true",2009,15,"Zeit","Die Hinterm?nner","Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr",25,"Vergangenheit","Deutschland","-","unsicheres Verantwortungsgef?hl-Banken-Jens-Weidmann, r?cksichtslose Banker",-3,""
"411",39,"http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true",2009,15,"Zeit","Die Hinterm?nner","Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr",26,"Vergangenheit","Deutschland","Berlin","vorgerufener Hypo-Real-Estate-Chef-Georg-Funke-Thomas-de-Maziere, aufgebaute Staatsvertreter-Steinbr?ck-Weber-Sanio-Asmussen-Weidmann-de-Maziere, ausgefragter Banker-Georg-Funke, j?mmerliches Bild-Georg-Funke, angefahrener Georg-Funke, angemahnte Amtsniederlegung-Georg-Funke-Thomas-de-Maziere",-2,""
"412",39,"http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true",2009,15,"Zeit","Die Hinterm?nner","Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr",27,"Vergangenheit","Deutschland","Berlin","voll-gestopftes B?cherregal-de-Maziere, be?ngstigender Scheinriese-Funke-de-Maziere, hilfloser Scheinriese-Funke-de-Maziere",0,""
"413",39,"http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true",2009,15,"Zeit","Die Hinterm?nner","Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr",28,"Vergangenheit","Deutschland","Berlin","kurze B?ro-Entfernung-de-Maziere-Kanzlerin, unnat?rliche B?ro-Stille, hektische Oktoberwochen, unbeirrte Menschen, unvorstellbare-Rettungs-Betr?ge-de-Maziere, nicht-rettungswillige Menschen",-1,""
"414",39,"http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true",2009,15,"Zeit","Die Hinterm?nner","Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr",29,"Gegenwart","Deutschland","-","langj?hrige Bekanntschaft-Merkel-de-Maziere, demonstrative N?he-Merkel-de-Maziere",2,""
"415",39,"http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true",2009,15,"Zeit","Die Hinterm?nner","Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr",30,"Vergangenheit","Deutschland","-","getroffener Finanzminister-USA-Ackermann, erkl?render Ackermann-Merkel, aufwertende Bilanzierungsregeln-?nderungen-Ackermann, sichere Anlagen-Wertverlust",-2,""
"416",39,"http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true",2009,15,"Zeit","Die Hinterm?nner","Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr",31,"Vergangenheit","Deutschland, Groõbritannien","-","ge?nderte Bilanzierungsregeln-IASB, guter ?nderungstermin-Deutsche-Bank, gleichzeitiger Krisen-Gewinn-Deutsche-Bank",-2,""
"417",39,"http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true",2009,15,"Zeit","Die Hinterm?nner","Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr",32,"Vergangenheit","Deutschland","-","erkl?rende Kanzlerin, bildlicher Vergleich, identisch Ackermann-Kanzlerin-Bildsprache",-2,""
"418",39,"http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true",2009,15,"Zeit","Die Hinterm?nner","Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr",33,"Vergangenheit","Deutschland","-","fremde Krisen-Begriffe, ?bersetzender Ackermann-Kanzlerin, erkl?render Ackermann-Kanzlerin",-2,""
"419",39,"http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true",2009,15,"Zeit","Die Hinterm?nner","Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr",34,"Gegenwart, Vergangenheit","Deutschland","-","enger Ackermann-Kanzlerin-Draht, immer-erlebter Globalisierungsstress-Merkel, interpretierte Getriebene-Manager-Merkel, gemeinsame Auõenseiter-Merkel-Ackermann, k?hler Blick-Alte-Wirtschaftsordnung-Merkel, k?hler Blick-Alte-Wirtschaftsordnung-Ackermann, unsentimentaler Blick-Alte-Wirtschaftsordnung-Merkel, unsentimentaler Blick-Alte-Wirtschaftsordnung-Ackermann, muffiger Rheinischer-Kapitalismus-Merkel-Ackermann",0,""
"420",39,"http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true",2009,15,"Zeit","Die Hinterm?nner","Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr",35,"Gegenwart, Vergangenheit","Deutschland, Welt","-","kontaktierender Sparkassenverband-Pr?sident-Heinrich-Haasis-Merkel, bereite Zuh?rerin-Merkel, nervige Mahnungen-Haasis, ewige Mahnungen-Haasis, Spielverderber-Haasis, breites Schw?bisch-Haasis, unprofessionelles Auftreten-Haasis",1,""
"421",39,"http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true",2009,15,"Zeit","Die Hinterm?nner","Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr",36,"Vergangenheit","Deutschland, Welt","-","warnender Haasis-Jahrestagungen-Internationaler-W?hrungsfonds, warnender Haasis-Immobilienblase, warnender Haasis-Bankensektor-Aufbl?hung, bel?chelter Haasis, altmodischer Haasis",-1,""
"422",39,"http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true",2009,15,"Zeit","Die Hinterm?nner","Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr",37,"Vergangenheit","Deutschland","-","moderne Welt-Ackermann, begehrter Haasis, dicht-geflochtenes Sparkassen-Netz, entscheidender Seismograph-Haasis, nerv?se Kunden-Sparkassen, abgezogenes Fonds-Geld, alarmierter Haasis, m?gliche Menschenschlangen-Geldautomaten, m?glicher Bankrun, informierte Kanzlerin-Haasis",0,"ich bin in den Bewertungen freundlich, weil sich die negativen Meldungen mit den positiven Charakterportaits 'ausgleichen'. Ist ja gut, das jemand da ist, der diese Sachen sieht etc"
"423",39,"http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true",2009,15,"Zeit","Die Hinterm?nner","Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr",38,"Vergangenheit","Deutschland","-","sichere Anlagen-Versprechen-Merkel, garantierte Spareinlagen-Merkel, unsichere Geldquelle-Garantien",1,""
"424",39,"http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true",2009,15,"Zeit","Die Hinterm?nner","Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr",39,"Vergangenheit","Deutschland","-","st?rkerer Druck-Politiker, andauerndes Spiel, z?gerliches Krisenmanagement-Zeitungen-Kritik, ?berlaufende CDU-W?hler-FDP, beschwerender Parlamentspr?sident-Norbert-Lammert, unbeantwortete Abgeordneten-Fragen, verk?ndete Hiobsbotschaften-Autolobbyist-Matthias-Wissmann, hohe Boni-Postbank-Vorst?nde",-3,""
"425",39,"http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true",2009,15,"Zeit","Die Hinterm?nner","Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr",40,"Vergangenheit","Deutschland","-","neue Prognosen, ?berholte Prognosen, viele Fragen, wenige Antworten, drohender Orientierungs-Verlust-Jens-Wiedmann, ver?nderte Vorstellung-Selbstheilungskraft-Markt-Krise-Jens-Wiedmann, ungehorsame Zahlen, vorhergesagte Blase, unvorhergesehene Krise, n?tig-politische Idee, ideenlose Kanzlerin, unm?gliche Verstaatlichung, ungekl?rte Staatsbanken-F?hrungsfrage",-2,""
"426",39,"http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true",2009,15,"Zeit","Die Hinterm?nner","Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr",41,"Vergangenheit","Deutschland","Berlin","st?ndige Eilpost, kleine Abteilung, externe Anwaltskanzlei-Gesetzestextformulierung-Finanzmarktstabilisierung, unbew?ltigbare Flut",-3,""
"427",39,"http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true",2009,15,"Zeit","Die Hinterm?nner","Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr",42,"Vergangenheit","Deutschland","Berlin","hinterlassene Krisen-Spuren, hustender-Jens-Weidmann, viele Grippemittel-Jens-Weidmann",-3,""
"428",39,"http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true",2009,15,"Zeit","Die Hinterm?nner","Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr",43,"Vergangenheit","Deutschland, USA","-","verbrachte Washington-Tage-Jens-Weidmann, getroffener Wirtschaftsberater-Larry-Summers-Weidmann, l?ssige Amerikaner, ?berraschter Weidmann, z?gerliche Deutsche-Beamte, m?gliches In-Stellung-Bringen-Banken-Deutschland",-3,""
"429",39,"http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true",2009,15,"Zeit","Die Hinterm?nner","Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr",44,"Vergangenheit","Deutschland","-","verlangte Bad-Bank-Ackermann, staatliche Banken-Giftm?ll-Deponie, m?glich Regulierungs-?bertreibunge-Deutscher-Bankenverband, n?tig-zeitliche Engagement-Begrenzung-Politiker-Ackermann, fordernde Banker, kochende Banker, kellnernder Staat",-3,""
"430",39,"http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true",2009,15,"Zeit","Die Hinterm?nner","Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr",45,"Vergangenheit","Deutschland","-","abgelehnte Bad-Bank-Regierung, assymetrischer Geld-Herrschafts-Kampf",-2,""
"431",39,"http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true",2009,15,"Zeit","Die Hinterm?nner","Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr",46,"Vergangenheit","Deutschland","-","harter Interessenvertreter-Ackermann-de-Maziere, unvergessene Risikoabw?lzung-IKB-Deutsche-Bank-Ackermann, belasteter Steuerzahler",-3,""
"432",39,"http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true",2009,15,"Zeit","Die Hinterm?nner","Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr",47,"Gegenwart","Deutschland","M?nchen","bereitgestellte Milliarden-Drittel-Bundeshaushalt-Hypo-Real-Estate, nicht-hinnehmbare Klage-Funke-Gehaltsnachzahlung",-3,"bin mir bei Gegenwart nicht sicher, ist das noch Teil der Story? Dann Vergangenheit"
"433",39,"http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true",2009,15,"Zeit","Die Hinterm?nner","Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr",48,"Vergangenheit","Deutschland, USA, Welt","Berlin","selbstsicherer J?rg-Asmussen, l?ssiger J?rg-Asmussen, jovialer J?rg-Asmussen, angebender J?rg-Asmussen, gut-gekleideter J?rg-Asmussen, ",-1,""
"434",39,"http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true",2009,15,"Zeit","Die Hinterm?nner","Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr",49,"Vergangenheit","Deutschland","Berlin","k?nstliche Konfliktlinie-Banken-Staat-Asmussen",-3,""
"435",39,"http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true",2009,15,"Zeit","Die Hinterm?nner","Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr",50,"Vergangenheit","Deutschland","Berlin","gut-verstandener Bankenstandpunkt-J?rg-Asmussen, mithelfender Asmussen-Etablierung-Verbriefungsgesch?ft-Deutschland-True-Sales-Initiative, teilnehmender Asmussen-Aufsichtsrat-IKB, wertlose Papiere-IKB-Bilanzen, ungerechtfertigtes Markt-Vertrauen-Asmussen, schweigsamer Asmussen, ratloser Asmussen",-3,"hier w?rde ich gerne die -4 einf?hren ;-)"
"436",39,"http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true",2009,15,"Zeit","Die Hinterm?nner","Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr",51,"Gegenwart","Welt","-","n?tig Bewusstsein-Gr?nde-Fehler, m?glich Vermeiden-Fehler",-1,""
"437",39,"http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true",2009,15,"Zeit","Die Hinterm?nner","Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr",52,"Vergangenheit","Deutschland","Berlin","geblendete Mitarbeiter-Finanzministerium, vermutete Wert-Schaffung-Mitarbeiter-Finanzministerium, erpresste Mitarbeiter-Finanzministerium, drohende Banken-Abwanderung, unm?gliche Ehrlichkeit-Asmussen, unm?gliche Ehrlichkeit-Weidmann",-3,""
"438",39,"http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true",2009,15,"Zeit","Die Hinterm?nner","Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr",53,"Gegenwart","Deutschland","Bonn","tagender G20-Gipfel, beginnende K?pfe-Schlacht, mittelm?õige Zufriedenheit-de-Maziere-Abwrackpr?mie, umk?mpfte W?hler",-1,""
"439",39,"http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true",2009,15,"Zeit","Die Hinterm?nner","Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr",54,"Gegenwart","Deutschland","-","zur?ckeroberte Macht-Banken-Politik, verzichtete Bonuszahlungen-Deutsche-Bank-Vorstand, stabilisierte Banken, sch?rfter Maõname-Beschluss-Bank-Verstaatlichung",0,""
"440",39,"http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true",2009,15,"Zeit","Die Hinterm?nner","Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr",55,"Gegenwart","Deutschland","-","gemeinsame Auftritte-Steinbr?ck-Martin-Blessing-Chef-Commerzbank, teilverstaatlichte Commerzbank, zuh?render Commerzbank-Chef-Blessing, redender Finanzminister-Steinbr?ck",1,""
"441",NA,"",NA,NA,"","ich z?hle 56 Abs?tze!","",56,"Gegenwart","Deutschland, Groõbritannien","-","vorbereiteter Finanzsystem-Plan-Deutschland-Asmussen, weniger Steueroasen-Asmussen, mehr Regulierung-Asmussen, mehr Staat, historische Chance, groões Treffen-Banker-Gordon-Brown, schnellerer Josef-Ackermann",-2,""
"442",40,"http://www.zeit.de/2009/16/Zeitarbeit/komplettansicht?print=true",2009,16,"Zeit","Verleiher am Ende","Christine Weissenborn",1,"Gegenwart, Vergangenheit","Deutschland","Berlin","korrespondierender Insolvenzverwalter-Magista-Dietrich-K., leeres B?ro-Magista-Dietrich-K., insolvente Zeitarbeitsfirma-Magista, kopflose Reaktion-Mitarbeiter-Magista-Dietrich-K., m?glich Davonsp?len-Branchenteile, Boom-Profiteure-Vergangenheit",-1,""
"443",40,"http://www.zeit.de/2009/16/Zeitarbeit/komplettansicht?print=true",2009,16,"Zeit","Verleiher am Ende","Christine Weissenborn",2,"Gegenwart, Vergangenheit","Deutschland","-","sinkende Leihkr?fte-Zahl, versprochene Arbeit-Berufseinsteiger, versprochene Arbeit-Geringqualifizierte, drohender Absturz, zur?ckgeschickte Leiharbeiter, gek?ndigte Leiharbeiter, knappe Auftr?ge, wegbrechende Ums?tze, kleine Betriebe, spezialisierte Betriebe",-2,""
"444",40,"http://www.zeit.de/2009/16/Zeitarbeit/komplettansicht?print=true",2009,16,"Zeit","Verleiher am Ende","Christine Weissenborn",3,"Gegenwart","Deutschland","Berlin, Brandenburg","fehlende Trauer, begr?õtes Gewitter-Unternehmerverb?nde, begr?õtes Gewitter-Zeitarbeitsfirmen, begr?õtes Gewitter-Gewerkschaften, seltene Eintracht, stattfindende Bereinigung-Thomas-B?umer-Bundesverband-Zeitarbeit-BZA, kein Verlust-Kleinfirmen-Bodo-Grzonka-IG-Metall",0,""
"445",40,"http://www.zeit.de/2009/16/Zeitarbeit/komplettansicht?print=true",2009,16,"Zeit","Verleiher am Ende","Christine Weissenborn",4,"Vergangenheit","Deutschland","-","kleine Zeitarbeitsfirma-Magista, besch?ftigte Gerinqualifizierte, sinkende Besch?ftigungszahlen, abbestellende Kunden-Insolvenzverwalterin-Mechthild-Greve, vergeblicher Versuch-Facharbeiter-Bereich, teilweise Lohn-Auszahlung, ?berschuldete Firma, zahlungsunf?hige Firma",-2,""
"446",40,"http://www.zeit.de/2009/16/Zeitarbeit/komplettansicht?print=true",2009,16,"Zeit","Verleiher am Ende","Christine Weissenborn",5,"Vergangenheit","Deutschland","-","leichtes Boomjahre-Geld, schnelle Zeitarbeitsfirmen-Gr?ndungen, satte Leiharbeiter-Renditen, hohe Gewinne",2,""
"447",40,"http://www.zeit.de/2009/16/Zeitarbeit/komplettansicht?print=true",2009,16,"Zeit","Verleiher am Ende","Christine Weissenborn",6,"Gegenwart","Deutschland","-","viele Zeitarbeitsfirmen, existierende Nischenanbieter, nicht-aufzuhaltender Erdrutsch, offenbarte Zeitarbeitsfirmen-Krisenschw?che",-2,""
"448",40,"http://www.zeit.de/2009/16/Zeitarbeit/komplettansicht?print=true",2009,16,"Zeit","Verleiher am Ende","Christine Weissenborn",7,"Gegenwart, Vergangenheit","Deutschland","-","Verschwindende-unsolide Unternehmen, nicht-weitervermittelbare Unbesch?ftigte, drohende Lohn-Weiterzahlungskosten, schwierige Zeitkonten, zunehmende Liquidit?tsschwierigkeiten, fehlende R?cklagen",-2,""
"449",40,"http://www.zeit.de/2009/16/Zeitarbeit/komplettansicht?print=true",2009,16,"Zeit","Verleiher am Ende","Christine Weissenborn",8,"Gegenwart, Zukunft","Deutschland, Niederlande","-","drohendes Ungemach, j?hrliche Berufsgenossenschaftsbeitr?ge, hohe Gefahrenklasse-Leiharbeiter, hohe Beitragszahlungen-Zeitarbeitsfirmen, untragbare Kosten",-2,""
"450",40,"http://www.zeit.de/2009/16/Zeitarbeit/komplettansicht?print=true",2009,16,"Zeit","Verleiher am Ende","Christine Weissenborn",9,"Gegenwart","Deutschland","-","uninteressante Kurzarbeit, teure Kurzarbeit, teure Sozialabgaben, ungerechte Branche-Annelie-Buntenbach-DGB, m?glich Zeit?berb?ckungsversuch-Annelie-Buntenbach",-3,""
"451",40,"http://www.zeit.de/2009/16/Zeitarbeit/komplettansicht?print=true",2009,16,"Zeit","Verleiher am Ende","Christine Weissenborn",10,"Gegenwart","Deutschland","Berlin","befristete Vertr?ge, schnelle Personal-Trennung, hohe Fluktuation, kurze Probezeit, kurze K?ndigungsfristen, massive Unterschreitungen-Svenja-Sottorf-Arbeitsrechtskanzlei-Hensche, abgesprochene Tariff?higkeit-Christliche-Tarifgemeinschaft-f?r-Zeitarbeit-und-Personalserviceagenturen-CGZP, drohende Kosten-Zeitarbeitsfirmen",-3,""
"452",40,"http://www.zeit.de/2009/16/Zeitarbeit/komplettansicht?print=true",2009,16,"Zeit","Verleiher am Ende","Christine Weissenborn",11,"Gegenwart, Vergangenheit","Deutschland","Hessen, Niedersachsen, Reinland-Pfalz","angemeldete Insolvenzen, heulende Disponentin, bleibender Frust",-2,""
"453",40,"http://www.zeit.de/2009/16/Zeitarbeit/komplettansicht?print=true",2009,16,"Zeit","Verleiher am Ende","Christine Weissenborn",12,"Gegenwart, Vergangenheit, Zukunft","Deutschland, Niederlande, Schweiz","-","betroffene Branchenriesen, rote Zahlen-Adecco, rote Zahlen-Randstad, gebeuteltes Zeitarbeitsunternehmen-I.K.-Hofmann, gebeuteltes Zeitarbeitsunternehmen-Manpower, gelassene Branchenriesen, st?rkere Branchenriese-Zukunft",1,""
"454",40,"http://www.zeit.de/2009/16/Zeitarbeit/komplettansicht?print=true",2009,16,"Zeit","Verleiher am Ende","Christine Weissenborn",13,"Gegenwart","Deutschland","-","?berf?lliger Selbstreinigungsprozess, abstruse Haustarife-Reitz, niedrige L?hne, ?bersehenes Leiharbeiter-Schicksal, tausende Arbeitslose, belasteter Sozialstaat",0,""
"455",40,"http://www.zeit.de/2009/16/Zeitarbeit/komplettansicht?print=true",2009,16,"Zeit","Verleiher am Ende","Christine Weissenborn",14,"Gegenwart","Deutschland","-","laufendes Bankengesch?ft, konzentriertes Privatkundengesch?ft-Melanie-Reitz, konzentriertes Firmenkundengesch?ft-Melanie-Reitz, steigende Zeitarbeiter-Nachfrage-Melanie-Reitz-Manpower",2,""
"456",41,"http://www.zeit.de/2009/18/Kolumne-Prognosen/komplettansicht?print=true",2009,18,"Zeit","Ruhe bitte!","Marc Brost",1,"Gegenwart, Zukunft","Welt","-","unzuverl?ssige Vorhersagen, zu-langfristige Prognosen, un-beeinflussbares Wetter",-1,""
"457",41,"http://www.zeit.de/2009/18/Kolumne-Prognosen/komplettansicht?print=true",2009,18,"Zeit","Ruhe bitte!","Marc Brost",2,"Gegenwart, Zukunft","Deutschland","-","ver?ffentlichte Fr?hjahrs-Prognose, sinkende Wirtschaftsleistung, Horrorzahl, schrumpfende Wirtschaft, wertlose Ziffer, wertlose Krisen-Aussagen",-2,""
"458",41,"http://www.zeit.de/2009/18/Kolumne-Prognosen/komplettansicht?print=true",2009,18,"Zeit","Ruhe bitte!","Marc Brost",3,"Gegenwart","Welt","-","folgenreiche Horrorzahl, reagierende Menschen, sinkender Konsum, sinkende Investitionen, ?ngstliche Menschen, m?glich-schneller-schrumpfende Wirtschaft, Prognose-n?hrende Krise, Krise-n?hrende Prognose",-1,""
"459",41,"http://www.zeit.de/2009/18/Kolumne-Prognosen/komplettansicht?print=true",2009,18,"Zeit","Ruhe bitte!","Marc Brost",4,"Gegenwart","Welt","-","n?tig Prognosen-Verzicht, kaputter Kompass, unvorhergesehene Krise, fehlende-bessere Modelle",-2,""
"460",41,"http://www.zeit.de/2009/18/Kolumne-Prognosen/komplettansicht?print=true",2009,18,"Zeit","Ruhe bitte!","Marc Brost",5,"Gegenwart, Vergangenheit","Deutschland","-","prognostizierte Zahlen, erfolgreiche-spektakul?re Aussagen, mitspielende Medien, Zahlen-Fixierung, erleichterte Unterscheidung, prognostizierende Regierung, spekulierende Kanzlerin",-1,""
