"","Artikeln.Nr.","Link","Erscheinungsjahr","Erscheinungsnr.","Medium","Titel","Autor","Abschnitt.Nr.","Zeitbezug","Land","Region","Thematische.Bewertung","Bewertung","Kommentar","Zeit","issue.abschnitt"
"643",56,"http://www.zeit.de/2009/49/Kommentar-Banker/komplettansicht?print=true",2009,49,"Zeit","B”se Banker?","Uwe Jean Heuser",7,"Gegenwart, Zukunft","Welt","","unangemessene Ungleichzeitigkeit-Politik, vollzusaugen billiges-Geld-Banken, versp„tet Regulierungen, schaffen Gewinn-Banker, wachsen Selbstbewusstsein-Banker, verhindern Vorschriften-Zukunft-Banker",-2,"","","56 7"
"644",56,"http://www.zeit.de/2009/49/Kommentar-Banker/komplettansicht?print=true",2009,49,"Zeit","B”se Banker?","Uwe Jean Heuser",8,"Zukunft","Welt","","teuer-machen Boni, vorantreiben Regeln, zwingen Eingenkapitalrcklagen, staatlich Derivate-Prfung, versch„rfen Banken-Bilanzierung-Regeln, wegnehmen billiges-Geld",-1,"","","56 8"
"645",56,"http://www.zeit.de/2009/49/Kommentar-Banker/komplettansicht?print=true",2009,49,"Zeit","B”se Banker?","Uwe Jean Heuser",9,"Gegenwart, Zukunft","Welt","","andauern Krise, bleiben Furcht, erneuen Finanzregime-Zukunft",-1,"","","56 9"
"646",57,"http://www.zeit.de/2009/50/Kreditklemme/komplettansicht?print=true",2009,50,"Zeit","Gipfel der Gef„lligkeiten","Mark Schieritz",1,"Gegenwart","Deutschland","","bevorzugt Gipfel-Treffen-Merkel, Bundesbank, Deutsche-Bank, Kreditgipfel, signalisieren Sorge-Wirtschaft",1,"","1 Stunde 10 Minuten","57 1"
"647",57,"http://www.zeit.de/2009/50/Kreditklemme/komplettansicht?print=true",2009,50,"Zeit","Gipfel der Gef„lligkeiten","Mark Schieritz",2,"Gegenwart, Zukunft","Deutschland","","beschweren Banken-Knausrigkeit, sorgen Finanzierungsbedingungen-BDI, drohende Krediklemme-Zukunft-BDI",-2,"Bundesverbands-der-Deutschen-Industrie = BDI","","57 2"
"648",57,"http://www.zeit.de/2009/50/Kreditklemme/komplettansicht?print=true",2009,50,"Zeit","Gipfel der Gef„lligkeiten","Mark Schieritz",3,"Gegenwart, Zukunft","Deutschland","","mittelstandfixiert Regoerung, vespren Handlungsdruck-Regierung, ankurbeln Kreditversorgung-Zukunft, KfW, reanimieren Markt-KfW-Zukunft, untersttzen Kreditrisiken-Auslagerung-KfW-Zukunft, freisetzen Eigenkapital-Zukunft",1,"","","57 3"
"649",57,"http://www.zeit.de/2009/50/Kreditklemme/komplettansicht?print=true",2009,50,"Zeit","Gipfel der Gef„lligkeiten","Mark Schieritz",4,"Gegenwart","Deutschland","","essenziell ausreichende-Geldversorgung, gut Wertsch”pfung",1,"","","57 4"
"650",57,"http://www.zeit.de/2009/50/Kreditklemme/komplettansicht?print=true",2009,50,"Zeit","Gipfel der Gef„lligkeiten","Mark Schieritz",5,"Gegenwart","Deutschland","","hochumstritten Regierungsvorhaben",-1,"","","57 5"
"651",57,"http://www.zeit.de/2009/50/Kreditklemme/komplettansicht?print=true",2009,50,"Zeit","Gipfel der Gef„lligkeiten","Mark Schieritz",6,"Gegenwart","Deutschland","","undramatisch Betriebe-Situation, rckl„ufig Kreditausleihungen, schrumpft Wirtschaft,  Investitionsrckgang-Firmen, eintrben Gesch„ftsaussichten",-2,"","","57 6"
"652",57,"http://www.zeit.de/2009/50/Kreditklemme/komplettansicht?print=true",2009,50,"Zeit","Gipfel der Gef„lligkeiten","Mark Schieritz",7,"Gegenwart","Deutschland","","gerchtfertigt Kredit-Vergabe, wirsksam Marktwirtschaft, Bundesbank, fehlen Krediklemme-Hinweise-Bundesbank",1,"","","57 7"
"653",57,"http://www.zeit.de/2009/50/Kreditklemme/komplettansicht?print=true",2009,50,"Zeit","Gipfel der Gef„lligkeiten","Mark Schieritz",8,"Gegenwart, Zukunft","Europa, Deutschland","","wachsen Zahlungsschwierigkeiten-Unternehmen, Standard&Poor, verdoppelt Kredit-Ausfallrate-Zukunft-Standard&Poor, Bundesbank, kreditbedingte Wertberichtigungen-Deutschland",-2,"","","57 8"
"654",57,"http://www.zeit.de/2009/50/Kreditklemme/komplettansicht?print=true",2009,50,"Zeit","Gipfel der Gef„lligkeiten","Mark Schieritz",9,"Gegenwart, Zukunft","Deutschland","","aufzehren Eigenkapital, zwingen anstieg-Eingenkapitalrcklagen-Aufsichtsbeh”rden, vorbereiten Banken, gebraucht Kredite-Aufschwung-Zukunft",0,"","","57 9"
"655",57,"http://www.zeit.de/2009/50/Kreditklemme/komplettansicht?print=true",2009,50,"Zeit","Gipfel der Gef„lligkeiten","Mark Schieritz",10,"Gegenwart, Zukunft","Deutschland","","vorbeugen Krediklemme-Bundesregierung, aufgelegt milliardenschweren-Hilfsprogrammen, erhalten notleidende-Unternehmen, Deutschlandfond-Brgschaften, Soffin, loswerden Problempapiere-Banken-Sofin-Zukunft",1,"","","57 10"
"656",57,"http://www.zeit.de/2009/50/Kreditklemme/komplettansicht?print=true",2009,50,"Zeit","Gipfel der Gef„lligkeiten","Mark Schieritz",11,"Gegenwart, Zukunft","Deutschland","","freiwillig Teilnahme, meiden Programm-Geldinstitute, fordern Gegenleistung-Regierung, werden Miteigentmer-Staat-Zukunft",-1,"","","57 11"
"657",57,"http://www.zeit.de/2009/50/Kreditklemme/komplettansicht?print=true",2009,50,"Zeit","Gipfel der Gef„lligkeiten","Mark Schieritz",12,"Gegenwart, Zukunft","Deutschland","","hoffen bankenfreundlicher-Hilfsmaánahmen-Zukunft-Banken, kmmern Kreditgesch„f-Bakent-Zukunft-Kauder, fraglich Eigenkapital-Einsatz-Banken-Zukunft, interessiert neue-Sttzungspakete-Zukunft-Banken, geraten Defensive-Bundesregierung",-1,"Unionsfraktionschef = Volker-Kauder","","57 12"
"658",57,"http://www.zeit.de/2009/50/Kreditklemme/komplettansicht?print=true",2009,50,"Zeit","Gipfel der Gef„lligkeiten","Mark Schieritz",13,"Gegenwart, Zukunft","Deutschland","","ifo, versteckte Geldgeschenke-Zukunft-Sinn, ausreichend bestehenden-Instrumente, rekapitalisieren Banken-Staat-Zukunft",-1,"","","57 13"
"659",57,"http://www.zeit.de/2009/50/Kreditklemme/komplettansicht?print=true",2009,50,"Zeit","Gipfel der Gef„lligkeiten","Mark Schieritz",14,"Gegenwart, Zukunft","Deutschland","","ungewollt Zwangsverstaatlichung-FDP, groá Widerstand-Union, Banken-Chefkritikerin-Merkel, tun Gefallen-Banken-Zukunft-Merkel",-1,"","","57 14"
"660",58,"http://www.zeit.de/2009/51/Jahre-der-Gefahr/komplettansicht?print=true",2009,51,"Zeit","Abgrundtief","Marc Brost + Uwe Jean Heuser + Mark Schieritz",1,"Gegenwart","Deutschland","Nierdersachsen","traumhafte Zust„nde, holprig Start-FDP-CSU, nicht-schlimm-ausgefallen Wirtschaftskrise",2,"Ministerpr„sident-von-Niedersachsen = Christian-Wulff ","","58 1"
"661",58,"http://www.zeit.de/2009/51/Jahre-der-Gefahr/komplettansicht?print=true",2009,51,"Zeit","Abgrundtief","Marc Brost + Uwe Jean Heuser + Mark Schieritz",2,"Gegenwart","Deutschland","","l„uft",1,"","","58 2"
"662",58,"http://www.zeit.de/2009/51/Jahre-der-Gefahr/komplettansicht?print=true",2009,51,"Zeit","Abgrundtief","Marc Brost + Uwe Jean Heuser + Mark Schieritz",3,"Vergangenheit, Gegenwart, Zukunft","Deutschland","Berlin","freier Fall-Wirtschaftskrise-Vergangenheit, dstere Zahlen-Vergangenheit, unwirksam Rettungsmaánahmen-Vergangenheit, unbekannt Abgrnde-Regierungsbeamter-Vergangenheit, schwach-steigen Arbeitslosigkeit, optimistischer Unternehmen, m”glich Wirtschaftswachstum-Zukunft",2,"","","58 3"
"663",58,"http://www.zeit.de/2009/51/Jahre-der-Gefahr/komplettansicht?print=true",2009,51,"Zeit","Abgrundtief","Marc Brost + Uwe Jean Heuser + Mark Schieritz",4,"Gegenwart","Deutschland","","unsicher l„uft",0,"","","58 4"
"664",58,"http://www.zeit.de/2009/51/Jahre-der-Gefahr/komplettansicht?print=true",2009,51,"Zeit","Abgrundtief","Marc Brost + Uwe Jean Heuser + Mark Schieritz",5,"Gegenwart, Zukunft","Deutschland","","vorsichtiger Kanzlerin, labilen-unvorhersehbaren Grund-Merkel, Zweckpessimismus, wachsen Wirtschaft-Zukunft, Wirtschaft-Dauerabenteuer-Wirtschaft-Zukunft",1,"","","58 5"
"665",58,"http://www.zeit.de/2009/51/Jahre-der-Gefahr/komplettansicht?print=true",2009,51,"Zeit","Abgrundtief","Marc Brost + Uwe Jean Heuser + Mark Schieritz",6,"Vergangenheit, Gegenwart, Zukunft","Deutschland","","mehere gefahren, unvorhanden groáe-Spekulationsblase, Hochrisiko-Jahren-Zukunft, verschiedene Gefahren, Finanzkrise, verlorenen Wohlstand-Vergangenheit, Abgrunds-Rande-Tour-Zukunft",-1,"","","58 6"
"666",58,"http://www.zeit.de/2009/51/Jahre-der-Gefahr/komplettansicht?print=true",2009,51,"Zeit","Abgrundtief","Marc Brost + Uwe Jean Heuser + Mark Schieritz",7,"Gegenwart","USA","","illustre Runde, G30, anstrebt stabiles-Finanzsystem-G30, gew”hnliche schwere-Finanzkrise-Rogoff",-1,"","","58 7"
"667",58,"http://www.zeit.de/2009/51/Jahre-der-Gefahr/komplettansicht?print=true",2009,51,"Zeit","Abgrundtief","Marc Brost + Uwe Jean Heuser + Mark Schieritz",8,"Vergangenheit, Zukunft","Welt","","hoch Arbeitslosigkeit-Anstieg, stark Wirtschaftsleistung-Einbruch, Rckf„lle, neue Aktienmarkt-Tiefs, verdoppelt Staatsverschuldung, berfordern L„nder-Zukunft, wahrscheinlich Staatspleiten-Zukunft-Rogoff",-3,"","","58 8"
"668",58,"http://www.zeit.de/2009/51/Jahre-der-Gefahr/komplettansicht?print=true",2009,51,"Zeit","Abgrundtief","Marc Brost + Uwe Jean Heuser + Mark Schieritz",9,"Gegenwart, Zukunft","Asien, Lateinamerika, Deutschland, Irland, Spanien, Ukaraine, Griechenland","","finanziel-stabil Schwellenl„nder, kaum Ausland-Verschuldung-Schwellenl„nder, gef„hrlich deutsche-Nachbar, Fitch, abstufen Rating-Griechenland-Fitch, Staatspleite-Griechenlands-Zukunft, zerst”ren Euro-Vertrauen-Zukunft, gef„hrden deutscher-Wirtschaftsolitik-Grundlagen-Zukunft",-2,"","","58 9"
"669",58,"http://www.zeit.de/2009/51/Jahre-der-Gefahr/komplettansicht?print=true",2009,51,"Zeit","Abgrundtief","Marc Brost + Uwe Jean Heuser + Mark Schieritz",10,"Gegenwart, Zukunft","Griechenland, Europa","","Drama, geholfen Notfall-Griechenland-Zukunft, weitergehen finanzpolitische-Schlendrian-Zukunft, hoch Schuldenberg-Griechenland, vegr”áern Staatsdefizit-Zukunft-Griechenland, berzogener Lohnsteigerungen-Griechenland, international-wettberwerbsunf„hig Wirtschaft-Griechenland ",-3,"","","58 10"
"670",58,"http://www.zeit.de/2009/51/Jahre-der-Gefahr/komplettansicht?print=true",2009,51,"Zeit","Abgrundtief","Marc Brost + Uwe Jean Heuser + Mark Schieritz",11,"Gegenwart, Zukunft","Griechenland, Deutschland, Berlin","Berlin; Hessen, Frankfurt","ungewollt Staatspleite, hoch Griechenland-Investitionen, erarbeitet Rettungsvarianten, enorm innenpolitischer-Rechtfertigungsdruck-Deutschland, internationalen-national L”sung-Kanzleramt, IMF, befrchten Ansehenverlust-Euro-Notebanker-Zukunft, europ„ische Fonds-Zukunft, strenge Auflagen-Notfallhilfe-Zukunft",-2,"","","58 11"
"671",58,"http://www.zeit.de/2009/51/Jahre-der-Gefahr/komplettansicht?print=true",2009,51,"Zeit","Abgrundtief","Marc Brost + Uwe Jean Heuser + Mark Schieritz",12,"Gegenwart, Zukunft","Griechenland, Welt","","Dauerpatient-Euro-Zukunft, retten Griechenland-Herausforderung-Zukunft, aufstellen harte-Regeln-Zukunft-Rogoff, wiederholen Finanzkrise-Zukunft-Rogoff",-2,"","","58 12"
"672",58,"http://www.zeit.de/2009/51/Jahre-der-Gefahr/komplettansicht?print=true",2009,51,"Zeit","Abgrundtief","Marc Brost + Uwe Jean Heuser + Mark Schieritz",13,"Gegenwart, Zukunft","Welt, Deutschland, USA","","unvorhanden Regeln, berwachen Banker-Bezahlung, steigen Eigenkapitalrcklagen-Zukunft, streng-kontrolliertriskanten-Produkten-Handel",0,"","","58 13"
"673",58,"http://www.zeit.de/2009/51/Jahre-der-Gefahr/komplettansicht?print=true",2009,51,"Zeit","Abgrundtief","Marc Brost + Uwe Jean Heuser + Mark Schieritz",14,"Gegenwart","Welt","","unzureichend Ans„tze-Rogoff, anf„lliger Bankensystem-Rogoff, dezimiert Finanzinstitute-Konkurenz, m„chtiger groáe-Finanzinstitute, verlassen Staatshilden-Finanzinstitute, sorgenarm-zocken Schrottpapiere-Rohstoffen-Kreditversicherungen",-2,"","","58 14"
"674",58,"http://www.zeit.de/2009/51/Jahre-der-Gefahr/komplettansicht?print=true",2009,51,"Zeit","Abgrundtief","Marc Brost + Uwe Jean Heuser + Mark Schieritz",15,"Gegenwart, Zukunft","Welt","","FSB, globale Regulierungsgremium, systemrelevanten Banken-Liste, Goldman-Sachs, JP-Morgan, Deutsche-Bank, erstellen eigene-Krisenfall-Abwicklung, spezielle Anleihen-Zukunft, automatisch Aktien-Umwandlung-Zukunft, beteiligen Lrisenkosten-Geld-Leiher-Zukunft",0,"Financial-Stability-Board = FSB","2 Stunden 55 Minuten","58 15"
"675",58,"http://www.zeit.de/2009/51/Jahre-der-Gefahr/komplettansicht?print=true",2009,51,"Zeit","Abgrundtief","Marc Brost + Uwe Jean Heuser + Mark Schieritz",16,"Gegenwart","Welt, USA, Deutschland","","komplex Materie, groá Kreditvergabe-Sorge, FSB, wiedererstarkten Finanzgewerbe-Lobbyisten, verw„ssern Regeln-Lobbyisten, Bremser-Deutschland, verzichtet Einfhrungsdatum-Vorschriften",-1,"","","58 16"
"676",58,"http://www.zeit.de/2009/51/Jahre-der-Gefahr/komplettansicht?print=true",2009,51,"Zeit","Abgrundtief","Marc Brost + Uwe Jean Heuser + Mark Schieritz",17,"Zukunft","Deutschland","","Entschlossenheit-Test-FDP-Zukunft",-1,"","","58 17"
"677",58,"http://www.zeit.de/2009/51/Jahre-der-Gefahr/komplettansicht?print=true",2009,51,"Zeit","Abgrundtief","Marc Brost + Uwe Jean Heuser + Mark Schieritz",18,"Gegenwart, Zukunft","Deutschland, USA, Welt","","h”chste Kreditversorgung-Priorit„t-FDP, st”ren neue-Vorschriften-FDP, nutzen gnstige-Bedingungen-Zukunft-Bundesbank, zurcklegen Kapital-Zukunft-Bundesbank, w„chst Schieflage-Furcht, heiálaufen M„rkte, steigen Preise, billiges Geld ",-2,"","","58 18"
"678",58,"http://www.zeit.de/2009/51/Jahre-der-Gefahr/komplettansicht?print=true",2009,51,"Zeit","Abgrundtief","Marc Brost + Uwe Jean Heuser + Mark Schieritz",19,"Gegenwart, Zukunft","Welt","","stark-gestiegen Preise-Lebensmittel-Textilien-Metalle-Energie, ausl”sen riesige Preisschbe-Zukunft, steigen ™lpreise-Zukunft, lukrative Aussichten-Spekulanten, abnimmt ™l-F”rderleistung, steigen Rechnung-Lebensmittel-Zukunft, geriet Gefahr-Wachstum, anwachsen Problem-Zukunft-Snower, brauchen klare-Klimaschutzregeln",-2,"Chef-des-Instituts-fr-Weltwirtschaft = Denis-Snower","","58 19"
"679",58,"http://www.zeit.de/2009/51/Jahre-der-Gefahr/komplettansicht?print=true",2009,51,"Zeit","Abgrundtief","Marc Brost + Uwe Jean Heuser + Mark Schieritz",20,"Gegenwart, Zukunft","Welt, USA, Deutschland","","viele Risiken, dynamisch-explosiv Situation, beroht Wirtschaft-Rohstoffpreise, aufstrebende Schwellenl„nder, explodieren Rohstoffpreise-Zukunft, geschw„cht US-Wirtschaft, Exportnation-Deutschland-Problem-Zukunft",-2,"","","58 20"
"680",58,"http://www.zeit.de/2009/51/Jahre-der-Gefahr/komplettansicht?print=true",2009,51,"Zeit","Abgrundtief","Marc Brost + Uwe Jean Heuser + Mark Schieritz",21,"Vergangenheit, Gegenwart","USA, Deutschland, Asien","","Marshallplans, verschuldet USA, Produktionsschwung-Asien, beendete lakrativen-Kreislauf-Finazkrise-Vergangenheit, schlimmste Exportwirtschaft-Einbruch-Deutschland-Vergangenheit",-3,"","","58 21"
"681",58,"http://www.zeit.de/2009/51/Jahre-der-Gefahr/komplettansicht?print=true",2009,51,"Zeit","Abgrundtief","Marc Brost + Uwe Jean Heuser + Mark Schieritz",22,"Gegenwart, Zukunft","USA, Deutschland","","verlieren Konsumentenrolle-USA-Zukunft-Straubhaar, sparen US-Brger-Zukunft-Straubhaar, verschuldet Staat-Straubhaar, teuer deutsche-Importe-Straubhaar, Daimler, verlagern deutsche-Produktion-Daimler-Zukunft-Straubhaar",-2,"Hamburger-Weltwirtschaftsinstituts = HWWI, Chef-HWWI = Thomas-Straubhaar","","58 22"
"682",58,"http://www.zeit.de/2009/51/Jahre-der-Gefahr/komplettansicht?print=true",2009,51,"Zeit","Abgrundtief","Marc Brost + Uwe Jean Heuser + Mark Schieritz",23,"Gegenwart, Zukunft","Deutschland, China, Russland, Brasilien","","neu-ausrichten deutsche-Exporteure-Zukunft, innovativ Industrie-Deutschland, entworfen neue-Produkte-Deutschland, modernesiert Herstellungsprozesse-Deutschland, nachhaltig Wirtschaften-Deutschland, wachsen Schwellenl„nder-Zukunft, durchsetzen Mittelst„ndler-Zukunft",0,"","","58 23"
"683",58,"http://www.zeit.de/2009/51/Jahre-der-Gefahr/komplettansicht?print=true",2009,51,"Zeit","Abgrundtief","Marc Brost + Uwe Jean Heuser + Mark Schieritz",24,"Gegenwart","Welt","","desynchron Weltwirtschaft, neue Risiken, Megablase-Szenario, entfesselte Banken, Billiggeld, explodieren Preis-Kurse",-2,"","","58 24"
"684",58,"http://www.zeit.de/2009/51/Jahre-der-Gefahr/komplettansicht?print=true",2009,51,"Zeit","Abgrundtief","Marc Brost + Uwe Jean Heuser + Mark Schieritz",25,"Gegenwart, Zukunft","USA, Deutschland","","droht Inflationsgefahr, steigender Preise-Usa, vermindern Schulden-USA-Zukunft-Rogoff, verhasst h”here-Steuern-USA, abwerten Dollar-Zukunft-USA,-Straubhaar, verplichtet Wachstum-FED, beeinflusst FED-US-Finanzministerium, schwappen Inflation-Europa-Zukunft-Straubhaar, Jonglierkunsstcl-Wirtschaft-Deutschland-Zukunft, auswirken Druck-zukunft-Deutschland, bewahren Pleite-Krisenstaaten-Deutschland, maáregeln Banken-Deutschland-Zukunft, verhindern Gesch„fte-Abwrgen-Deutschland-Zukunft, unabh„ngiger Exporte-Deutschland-Zukunft, knapp Geld-Deutschland-Zukunft, anpassungsf„higer Menschen-Zukunft-Snower",-2,"","","58 25"
"685",58,"http://www.zeit.de/2009/51/Jahre-der-Gefahr/komplettansicht?print=true",2009,51,"Zeit","Abgrundtief","Marc Brost + Uwe Jean Heuser + Mark Schieritz",26,"Gegenwart","Deutschland","","verschwendet Energie-Regierung, senken Hoteliers-Mehrwertsteuer, schlicht Wachstumsbeschleunigungsgesetz-Straubhaar",-1,"","","58 26"
"686",58,"http://www.zeit.de/2009/51/Jahre-der-Gefahr/komplettansicht?print=true",2009,51,"Zeit","Abgrundtief","Marc Brost + Uwe Jean Heuser + Mark Schieritz",27,"Gegenwart, Zukunft","Deutschland","","verabschieden Klientel-Bedienung-Chance-Zukunft, anstehen Steuersch„tzung, eng finanziellen-Spielr„ume",0,"","","58 27"
"687",59,"http://www.zeit.de/2009/52/F-Gold-Run/komplettansicht?print=true",2009,52,"Zeit","Gold ist Glauben","Heike Faller",1,"Gegenwart","Welt","","hoch Gold-Preis, unmerklich Aufstieg-Gold, unsicher Preissteigung-Gold-Zukunft ",0,"","1 Stunde 5 Minuten","59 1"
"688",59,"http://www.zeit.de/2009/52/F-Gold-Run/komplettansicht?print=true",2009,52,"Zeit","Gold ist Glauben","Heike Faller",2,"Gegenwart, Vergangenheit, Zukunft","USA, Welt","","Auáenseiterinvestment-Gold-Vergangenheit, keine Zinsen-Gold, unerwartet Goldfunde-Zukunft, bleiben Gold-Zukunft, best„ndig Gold, hinterlegt W„hrungen-Gold-Vergangenheit, l”ste Goldbindung-Dollar-Vergangenheit-Nixon, verloren Geldfunktion-Gold",0,"","","59 2"
"689",59,"http://www.zeit.de/2009/52/F-Gold-Run/komplettansicht?print=true",2009,52,"Zeit","Gold ist Glauben","Heike Faller",3,"Gegenwart","Welt","","Furch-erregende Zeiten, besinnen Bekanntes-Meschen, apokalyptische Szenarien-Goldseiten, Virus-Goldbugs, exponentielle Geldmenge-Ausweitung-Glaube, ausufernder Staatsschulden, einfachste Entschuldung-M”glichkeit-Inflation, unvermehrbar Gold",-1,"","","59 3"
"690",59,"http://www.zeit.de/2009/52/F-Gold-Run/komplettansicht?print=true",2009,52,"Zeit","Gold ist Glauben","Heike Faller",4,"Gegenwart, Zukunft","Deutschland, Welt","","pro-Aurum, starke Inlfation-Erwartungen, eingespeist Erwartungen-Goldkurs, schlimmer-kommen-Zukunft",-1,"","","59 4"
"691",59,"http://www.zeit.de/2009/52/F-Gold-Run/komplettansicht?print=true",2009,52,"Zeit","Gold ist Glauben","Heike Faller",5,"Gegenwart","Dubai, Welt","","Quasistaatsbankrott-Dubai, Nakheel, verschuldet Nakheel, nicht-einstehen Schulden-Regierung, Rekordh”he-Goldpreis, Modellbeispiel-Dubai-Goldbugs, Schuldenkrise-Wirtschaft, Schuldenkrise-Staaten",-2,"","","59 5"
"692",59,"http://www.zeit.de/2009/52/F-Gold-Run/komplettansicht?print=true",2009,52,"Zeit","Gold ist Glauben","Heike Faller",6,"Gegenwart, Zukunft","Deutschland, Welt","","galoppierenden Inflation-Zukunft-Wedel ",-2,"","","59 6"
"693",59,"http://www.zeit.de/2009/52/F-Gold-Run/komplettansicht?print=true",2009,52,"Zeit","Gold ist Glauben","Heike Faller",7,"Gegenwart, Zukunft","Deutschland, Irland, Griechenland, Spanien, Welt","","sozialen Indikator, rauschende Phase-Boom-Zukunft, unverwunderlich Staatbankrott",-2,"sozialer-Indikator = selbsterfllende-Erwartungen","","59 7"
"694",59,"http://www.zeit.de/2009/52/F-Gold-Run/komplettansicht?print=true",2009,52,"Zeit","Gold ist Glauben","Heike Faller",8,"Gegenwart","Welt","","Spekulationen, Hype, Crash, anstecken-lassen erfahrene-Spekulanten, schwach Preisanstieg-Gold, Entwarnung-Crash",1,"","","59 8"
"695",59,"http://www.zeit.de/2009/52/F-Gold-Run/komplettansicht?print=true",2009,52,"Zeit","Gold ist Glauben","Heike Faller",9,"Gegenwart","Schweiz, Welt","","Sp„tmerker, inflationstraumatisierter Deutscher-ngste, eiserne Portfolio- Gold-Reserve-Privatbankchef, unberechenbar Gold-Privatbankchef, abraten verst„rkter-Goldkauf- Privatbankchef",0,"","","59 9"
"696",59,"http://www.zeit.de/2009/52/F-Gold-Run/komplettansicht?print=true",2009,52,"Zeit","Gold ist Glauben","Heike Faller",10,"Gegenwart, Zukunft","Deutschland, Welt","","deutliche Bubble-Formen-Strobl, platzen Blase-Zukunft-Strobl, groáen Inflation-Vorboten-Zukunft-Strobl, erh”hen Zinsen-Zentralbank-Zukunft-Strobl, unvorhanden fundamentale-Grnde-Strobl, Glaubensfrage-Strobl",-1,"","","59 10"
