;Metadaten;;;;;;;Bewertungsteil;;;;;
39;http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true;2009;15;Zeit;Die Hintermänner;Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr;30;Vergangenheit;Deutschland;-;getroffener Finanzminister-USA-Ackermann, erklärender Ackermann-Merkel, aufwertende Bilanzierungsregeln-Änderungen-Ackermann, sichere Anlagen-Wertverlust;-2;
39;http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true;2009;15;Zeit;Die Hintermänner;Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr;31;Vergangenheit;Deutschland, Großbritannien;-;geänderte Bilanzierungsregeln-IASB, guter Änderungstermin-Deutsche-Bank, gleichzeitiger Krisen-Gewinn-Deutsche-Bank;-2;
39;http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true;2009;15;Zeit;Die Hintermänner;Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr;32;Vergangenheit;Deutschland;-;erklärende Kanzlerin, bildlicher Vergleich, identisch Ackermann-Kanzlerin-Bildsprache;-2;
39;http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true;2009;15;Zeit;Die Hintermänner;Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr;33;Vergangenheit;Deutschland;-;fremde Krisen-Begriffe, übersetzender Ackermann-Kanzlerin, erklärender Ackermann-Kanzlerin;-2;
39;http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true;2009;15;Zeit;Die Hintermänner;Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr;34;Gegenwart, Vergangenheit;Deutschland;-;enger Ackermann-Kanzlerin-Draht, immer-erlebter Globalisierungsstress-Merkel, interpretierte Getriebene-Manager-Merkel, gemeinsame Außenseiter-Merkel-Ackermann, kühler Blick-Alte-Wirtschaftsordnung-Merkel, kühler Blick-Alte-Wirtschaftsordnung-Ackermann, unsentimentaler Blick-Alte-Wirtschaftsordnung-Merkel, unsentimentaler Blick-Alte-Wirtschaftsordnung-Ackermann, muffiger Rheinischer-Kapitalismus-Merkel-Ackermann;0;
39;http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true;2009;15;Zeit;Die Hintermänner;Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr;35;Gegenwart, Vergangenheit;Deutschland, Welt;-;kontaktierender Sparkassenverband-Präsident-Heinrich-Haasis-Merkel, bereite Zuhörerin-Merkel, nervige Mahnungen-Haasis, ewige Mahnungen-Haasis, Spielverderber-Haasis, breites Schwäbisch-Haasis, unprofessionelles Auftreten-Haasis;1;
39;http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true;2009;15;Zeit;Die Hintermänner;Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr;36;Vergangenheit;Deutschland, Welt;-;warnender Haasis-Jahrestagungen-Internationaler-Währungsfonds, warnender Haasis-Immobilienblase, warnender Haasis-Bankensektor-Aufblähung, belächelter Haasis, altmodischer Haasis;-1;
39;http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true;2009;15;Zeit;Die Hintermänner;Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr;37;Vergangenheit;Deutschland;-;moderne Welt-Ackermann, begehrter Haasis, dicht-geflochtenes Sparkassen-Netz, entscheidender Seismograph-Haasis, nervöse Kunden-Sparkassen, abgezogenes Fonds-Geld, alarmierter Haasis, mögliche Menschenschlangen-Geldautomaten, möglicher Bankrun, informierte Kanzlerin-Haasis;0;ich bin in den Bewertungen freundlich, weil sich die negativen Meldungen mit den positiven Charakterportaits 'ausgleichen'. Ist ja gut, das jemand da ist, der diese Sachen sieht etc
39;http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true;2009;15;Zeit;Die Hintermänner;Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr;38;Vergangenheit;Deutschland;-;sichere Anlagen-Versprechen-Merkel, garantierte Spareinlagen-Merkel, unsichere Geldquelle-Garantien;1;
39;http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true;2009;15;Zeit;Die Hintermänner;Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr;39;Vergangenheit;Deutschland;-;stärkerer Druck-Politiker, andauerndes Spiel, zögerliches Krisenmanagement-Zeitungen-Kritik, überlaufende CDU-Wähler-FDP, beschwerender Parlamentspräsident-Norbert-Lammert, unbeantwortete Abgeordneten-Fragen, verkündete Hiobsbotschaften-Autolobbyist-Matthias-Wissmann, hohe Boni-Postbank-Vorstände;-3;
39;http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true;2009;15;Zeit;Die Hintermänner;Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr;40;Vergangenheit;Deutschland;-;neue Prognosen, überholte Prognosen, viele Fragen, wenige Antworten, drohender Orientierungs-Verlust-Jens-Wiedmann, veränderte Vorstellung-Selbstheilungskraft-Markt-Krise-Jens-Wiedmann, ungehorsame Zahlen, vorhergesagte Blase, unvorhergesehene Krise, nötig-politische Idee, ideenlose Kanzlerin, unmögliche Verstaatlichung, ungeklärte Staatsbanken-Führungsfrage;-2;
39;http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true;2009;15;Zeit;Die Hintermänner;Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr;41;Vergangenheit;Deutschland;Berlin;ständige Eilpost, kleine Abteilung, externe Anwaltskanzlei-Gesetzestextformulierung-Finanzmarktstabilisierung, unbewältigbare Flut;-3;
39;http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true;2009;15;Zeit;Die Hintermänner;Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr;42;Vergangenheit;Deutschland;Berlin;hinterlassene Krisen-Spuren, hustender-Jens-Weidmann, viele Grippemittel-Jens-Weidmann;-3;
39;http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true;2009;15;Zeit;Die Hintermänner;Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr;43;Vergangenheit;Deutschland, USA;-;verbrachte Washington-Tage-Jens-Weidmann, getroffener Wirtschaftsberater-Larry-Summers-Weidmann, lässige Amerikaner, überraschter Weidmann, zögerliche Deutsche-Beamte, mögliches In-Stellung-Bringen-Banken-Deutschland;-3;
39;http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true;2009;15;Zeit;Die Hintermänner;Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr;44;Vergangenheit;Deutschland;-;verlangte Bad-Bank-Ackermann, staatliche Banken-Giftmüll-Deponie, möglich Regulierungs-Übertreibunge-Deutscher-Bankenverband, nötig-zeitliche Engagement-Begrenzung-Politiker-Ackermann, fordernde Banker, kochende Banker, kellnernder Staat;-3;
39;http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true;2009;15;Zeit;Die Hintermänner;Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr;45;Vergangenheit;Deutschland;-;abgelehnte Bad-Bank-Regierung, assymetrischer Geld-Herrschafts-Kampf;-2;
39;http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true;2009;15;Zeit;Die Hintermänner;Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr;46;Vergangenheit;Deutschland;-;harter Interessenvertreter-Ackermann-de-Maziere, unvergessene Risikoabwälzung-IKB-Deutsche-Bank-Ackermann, belasteter Steuerzahler;-3;
39;http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true;2009;15;Zeit;Die Hintermänner;Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr;47;Gegenwart;Deutschland;München;bereitgestellte Milliarden-Drittel-Bundeshaushalt-Hypo-Real-Estate, nicht-hinnehmbare Klage-Funke-Gehaltsnachzahlung;-3;bin mir bei Gegenwart nicht sicher, ist das noch Teil der Story? Dann Vergangenheit
39;http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true;2009;15;Zeit;Die Hintermänner;Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr;48;Vergangenheit;Deutschland, USA, Welt;Berlin;selbstsicherer Jörg-Asmussen, lässiger Jörg-Asmussen, jovialer Jörg-Asmussen, angebender Jörg-Asmussen, gut-gekleideter Jörg-Asmussen, ;-1;
39;http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true;2009;15;Zeit;Die Hintermänner;Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr;49;Vergangenheit;Deutschland;Berlin;künstliche Konfliktlinie-Banken-Staat-Asmussen;-3;
39;http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true;2009;15;Zeit;Die Hintermänner;Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr;50;Vergangenheit;Deutschland;Berlin;gut-verstandener Bankenstandpunkt-Jörg-Asmussen, mithelfender Asmussen-Etablierung-Verbriefungsgeschäft-Deutschland-True-Sales-Initiative, teilnehmender Asmussen-Aufsichtsrat-IKB, wertlose Papiere-IKB-Bilanzen, ungerechtfertigtes Markt-Vertrauen-Asmussen, schweigsamer Asmussen, ratloser Asmussen;-3;"hier würde ich gerne die -4 einführen ;-)"
39;http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true;2009;15;Zeit;Die Hintermänner;Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr;51;Gegenwart;Welt;-;nötig Bewusstsein-Gründe-Fehler, möglich Vermeiden-Fehler;-1;
39;http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true;2009;15;Zeit;Die Hintermänner;Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr;52;Vergangenheit;Deutschland;Berlin;geblendete Mitarbeiter-Finanzministerium, vermutete Wert-Schaffung-Mitarbeiter-Finanzministerium, erpresste Mitarbeiter-Finanzministerium, drohende Banken-Abwanderung, unmögliche Ehrlichkeit-Asmussen, unmögliche Ehrlichkeit-Weidmann;-3;
39;http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true;2009;15;Zeit;Die Hintermänner;Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr;53;Gegenwart;Deutschland;Bonn;tagender G20-Gipfel, beginnende Köpfe-Schlacht, mittelmäßige Zufriedenheit-de-Maziere-Abwrackprämie, umkämpfte Wähler;-1;
39;http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true;2009;15;Zeit;Die Hintermänner;Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr;54;Gegenwart;Deutschland;-;zurückeroberte Macht-Banken-Politik, verzichtete Bonuszahlungen-Deutsche-Bank-Vorstand, stabilisierte Banken, schärfter Maßname-Beschluss-Bank-Verstaatlichung;0;
39;http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true;2009;15;Zeit;Die Hintermänner;Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr;55;Gegenwart;Deutschland;-;gemeinsame Auftritte-Steinbrück-Martin-Blessing-Chef-Commerzbank, teilverstaatlichte Commerzbank, zuhörender Commerzbank-Chef-Blessing, redender Finanzminister-Steinbrück;1;
39;http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true;2009;15;Zeit;Die Hintermänner;Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr;56;Gegenwart;Deutschland, Großbritannien;-;vorbereiteter Finanzsystem-Plan-Deutschland-Asmussen, weniger Steueroasen-Asmussen, mehr Regulierung-Asmussen, mehr Staat, historische Chance, großes Treffen-Banker-Gordon-Brown, schnellerer Josef-Ackermann;-2;
40;http://www.zeit.de/2009/16/Zeitarbeit/komplettansicht?print=true;2009;16;Zeit;Verleiher am Ende;Christine Weissenborn;1;Gegenwart, Vergangenheit;Deutschland;Berlin;korrespondierender Insolvenzverwalter-Magista-Dietrich-K., leeres Büro-Magista-Dietrich-K., insolvente Zeitarbeitsfirma-Magista, kopflose Reaktion-Mitarbeiter-Magista-Dietrich-K., möglich Davonspülen-Branchenteile, Boom-Profiteure-Vergangenheit;-1;
40;http://www.zeit.de/2009/16/Zeitarbeit/komplettansicht?print=true;2009;16;Zeit;Verleiher am Ende;Christine Weissenborn;2;Gegenwart, Vergangenheit;Deutschland;-;sinkende Leihkräfte-Zahl, versprochene Arbeit-Berufseinsteiger, versprochene Arbeit-Geringqualifizierte, drohender Absturz, zurückgeschickte Leiharbeiter, gekündigte Leiharbeiter, knappe Aufträge, wegbrechende Umsätze, kleine Betriebe, spezialisierte Betriebe;-2;
40;http://www.zeit.de/2009/16/Zeitarbeit/komplettansicht?print=true;2009;16;Zeit;Verleiher am Ende;Christine Weissenborn;3;Gegenwart;Deutschland;Berlin, Brandenburg;fehlende Trauer, begrüßtes Gewitter-Unternehmerverbände, begrüßtes Gewitter-Zeitarbeitsfirmen, begrüßtes Gewitter-Gewerkschaften, seltene Eintracht, stattfindende Bereinigung-Thomas-Bäumer-Bundesverband-Zeitarbeit-BZA, kein Verlust-Kleinfirmen-Bodo-Grzonka-IG-Metall;0;
40;http://www.zeit.de/2009/16/Zeitarbeit/komplettansicht?print=true;2009;16;Zeit;Verleiher am Ende;Christine Weissenborn;4;Vergangenheit;Deutschland;-;kleine Zeitarbeitsfirma-Magista, beschäftigte Gerinqualifizierte, sinkende Beschäftigungszahlen, abbestellende Kunden-Insolvenzverwalterin-Mechthild-Greve, vergeblicher Versuch-Facharbeiter-Bereich, teilweise Lohn-Auszahlung, überschuldete Firma, zahlungsunfähige Firma;-2;
40;http://www.zeit.de/2009/16/Zeitarbeit/komplettansicht?print=true;2009;16;Zeit;Verleiher am Ende;Christine Weissenborn;5;Vergangenheit;Deutschland;-;leichtes Boomjahre-Geld, schnelle Zeitarbeitsfirmen-Gründungen, satte Leiharbeiter-Renditen, hohe Gewinne;2;
40;http://www.zeit.de/2009/16/Zeitarbeit/komplettansicht?print=true;2009;16;Zeit;Verleiher am Ende;Christine Weissenborn;6;Gegenwart;Deutschland;-;viele Zeitarbeitsfirmen, existierende Nischenanbieter, nicht-aufzuhaltender Erdrutsch, offenbarte Zeitarbeitsfirmen-Krisenschwäche;-2;
40;http://www.zeit.de/2009/16/Zeitarbeit/komplettansicht?print=true;2009;16;Zeit;Verleiher am Ende;Christine Weissenborn;7;Gegenwart, Vergangenheit;Deutschland;-;Verschwindende-unsolide Unternehmen, nicht-weitervermittelbare Unbeschäftigte, drohende Lohn-Weiterzahlungskosten, schwierige Zeitkonten, zunehmende Liquiditätsschwierigkeiten, fehlende Rücklagen;-2;
40;http://www.zeit.de/2009/16/Zeitarbeit/komplettansicht?print=true;2009;16;Zeit;Verleiher am Ende;Christine Weissenborn;8;Gegenwart, Zukunft;Deutschland, Niederlande;-;drohendes Ungemach, jährliche Berufsgenossenschaftsbeiträge, hohe Gefahrenklasse-Leiharbeiter, hohe Beitragszahlungen-Zeitarbeitsfirmen, untragbare Kosten;-2;
40;http://www.zeit.de/2009/16/Zeitarbeit/komplettansicht?print=true;2009;16;Zeit;Verleiher am Ende;Christine Weissenborn;9;Gegenwart;Deutschland;-;uninteressante Kurzarbeit, teure Kurzarbeit, teure Sozialabgaben, ungerechte Branche-Annelie-Buntenbach-DGB, möglich Zeitüberbückungsversuch-Annelie-Buntenbach;-3;
40;http://www.zeit.de/2009/16/Zeitarbeit/komplettansicht?print=true;2009;16;Zeit;Verleiher am Ende;Christine Weissenborn;10;Gegenwart;Deutschland;Berlin;befristete Verträge, schnelle Personal-Trennung, hohe Fluktuation, kurze Probezeit, kurze Kündigungsfristen, massive Unterschreitungen-Svenja-Sottorf-Arbeitsrechtskanzlei-Hensche, abgesprochene Tariffähigkeit-Christliche-Tarifgemeinschaft-für-Zeitarbeit-und-Personalserviceagenturen-CGZP, drohende Kosten-Zeitarbeitsfirmen;-3;
40;http://www.zeit.de/2009/16/Zeitarbeit/komplettansicht?print=true;2009;16;Zeit;Verleiher am Ende;Christine Weissenborn;11;Gegenwart, Vergangenheit;Deutschland;Hessen, Niedersachsen, Reinland-Pfalz;angemeldete Insolvenzen, heulende Disponentin, bleibender Frust;-2;
40;http://www.zeit.de/2009/16/Zeitarbeit/komplettansicht?print=true;2009;16;Zeit;Verleiher am Ende;Christine Weissenborn;12;Gegenwart, Vergangenheit, Zukunft;Deutschland, Niederlande, Schweiz;-;betroffene Branchenriesen, rote Zahlen-Adecco, rote Zahlen-Randstad, gebeuteltes Zeitarbeitsunternehmen-I.K.-Hofmann, gebeuteltes Zeitarbeitsunternehmen-Manpower, gelassene Branchenriesen, stärkere Branchenriese-Zukunft;1;
40;http://www.zeit.de/2009/16/Zeitarbeit/komplettansicht?print=true;2009;16;Zeit;Verleiher am Ende;Christine Weissenborn;13;Gegenwart;Deutschland;-;überfälliger Selbstreinigungsprozess, abstruse Haustarife-Reitz, niedrige Löhne, übersehenes Leiharbeiter-Schicksal, tausende Arbeitslose, belasteter Sozialstaat;0;
40;http://www.zeit.de/2009/16/Zeitarbeit/komplettansicht?print=true;2009;16;Zeit;Verleiher am Ende;Christine Weissenborn;14;Gegenwart;Deutschland;-;laufendes Bankengeschäft, konzentriertes Privatkundengeschäft-Melanie-Reitz, konzentriertes Firmenkundengeschäft-Melanie-Reitz, steigende Zeitarbeiter-Nachfrage-Melanie-Reitz-Manpower;2;
41;http://www.zeit.de/2009/18/Kolumne-Prognosen/komplettansicht?print=true;2009;18;Zeit;Ruhe bitte!;Marc Brost;1;Gegenwart, Zukunft;Welt;-;unzuverlässige Vorhersagen, zu-langfristige Prognosen, un-beeinflussbares Wetter;-1;
41;http://www.zeit.de/2009/18/Kolumne-Prognosen/komplettansicht?print=true;2009;18;Zeit;Ruhe bitte!;Marc Brost;2;Gegenwart, Zukunft;Deutschland;-;veröffentlichte Frühjahrs-Prognose, sinkende Wirtschaftsleistung, Horrorzahl, schrumpfende Wirtschaft, wertlose Ziffer, wertlose Krisen-Aussagen;-2;
41;http://www.zeit.de/2009/18/Kolumne-Prognosen/komplettansicht?print=true;2009;18;Zeit;Ruhe bitte!;Marc Brost;3;Gegenwart;Welt;-;folgenreiche Horrorzahl, reagierende Menschen, sinkender Konsum, sinkende Investitionen, ängstliche Menschen, möglich-schneller-schrumpfende Wirtschaft, Prognose-nährende Krise, Krise-nährende Prognose;-1;
41;http://www.zeit.de/2009/18/Kolumne-Prognosen/komplettansicht?print=true;2009;18;Zeit;Ruhe bitte!;Marc Brost;4;Gegenwart;Welt;-;nötig Prognosen-Verzicht, kaputter Kompass, unvorhergesehene Krise, fehlende-bessere Modelle;-2;
41;http://www.zeit.de/2009/18/Kolumne-Prognosen/komplettansicht?print=true;2009;18;Zeit;Ruhe bitte!;Marc Brost;5;Gegenwart, Vergangenheit;Deutschland;-;prognostizierte Zahlen, erfolgreiche-spektakuläre Aussagen, mitspielende Medien, Zahlen-Fixierung, erleichterte Unterscheidung, prognostizierende Regierung, spekulierende Kanzlerin;-1;
41;http://www.zeit.de/2009/18/Kolumne-Prognosen/komplettansicht?print=true;2009;18;Zeit;Ruhe bitte!;Marc Brost;6;Gegenwart;Deutschland;-;menschlicher Zukunfts-Blick, ökonomischer Zukunfts-Blick, nötige Prognosen, Vergangenheits-basierte Prognosen, nötige Wahrscheinlichkeiten, nötige Szenarien, schwer-vermittelbare Wahrscheinlichkeiten, plakative Punkt-Prognose;-1;
41;http://www.zeit.de/2009/18/Kolumne-Prognosen/komplettansicht?print=true;2009;18;Zeit;Ruhe bitte!;Marc Brost;7;Gegenwart;Deutschland;-;unmögliche Prognose, möglich-ungenannte Prognose-Zahl-Regierung, unmögliche Geschäftsprognose-Konzerne;2;Hm. Eigentlich alles in einem sehr negativen Kontext. Aber was seine methodischen Befürchtungen angeht wird er hier sehr positiv!
42;http://www.zeit.de/2009/20/Zeitgeist-20/komplettansicht?print=true;2009;20;Zeit;Kurz und platt;Josef Joffe;1;Gegenwart, Vergangenheit;Deutschland;-;latente Hysterie, ritualisierte Hysterie, glückliches Land, normales Land, wütende Menschen-Präsidentschaftskandidatin-Gesine-Schwan, explosive Stimmung-Präsidentschaftskandidatin-Gesine-Schwan, möglich-soziale Unruhen-DGB-Chef, nicht-überzogene Dramatisierungen-Bundestagsvize-Thierse;-2;Gesine Schwan taucht nicht im Text auf, aber es ist klar, dass sie gemeint ist. Solches Vorwissen rein? Wer 2009 DGB Chef war müsste ich dagegen nachschauen.
42;http://www.zeit.de/2009/20/Zeitgeist-20/komplettansicht?print=true;2009;20;Zeit;Kurz und platt;Josef Joffe;2;Gegenwart, Vergangenheit;Deutschland;-;dozierender Wirtschafts-Geschichte-Professor, nötig-sinkende Gerechtigkeitslücke-Wirtschafts-Geschichte-Professor, Illners Talkshow, dräuender Dreißiger-Jahre-Schrecken, beruhigender Professor, kreierte Revolutionsangst;-2;Joffe ist ein arrogantes Arschloch. Das der die Leute nichtmal beim Namen nennen kann... Das ist echt Marx “der Professor aus Heidelberg” Niveau.
42;http://www.zeit.de/2009/20/Zeitgeist-20/komplettansicht?print=true;2009;20;Zeit;Kurz und platt;Josef Joffe;3;Gegenwart, Vergangenheit;Deutschland, Amerika;-;eingeflogener Zuschauer, zwangsgeräumte Amerikaner, hohe Arbeitslosigkeit-Amerika, einstellige Linke, klägliche NPD;1;
42;http://www.zeit.de/2009/20/Zeitgeist-20/komplettansicht?print=true;2009;20;Zeit;Kurz und platt;Josef Joffe;4;Gegenwart;Deutschland;-;ritualisierte Hysterie, hysterische-politische Klasse, hysterische-schwatzende Klasse, dazu-gehörige Beschwichtigungsappelle, warnender Bundestagspräsident, beherrschbare Krise-Bundestagspräsident;-1;
42;http://www.zeit.de/2009/20/Zeitgeist-20/komplettansicht?print=true;2009;20;Zeit;Kurz und platt;Josef Joffe;5;Gegenwart;Deutschland;-;Talkshow-imitierende Wirtklichkeit, gesagtes Erwartbares, gesetzmäßiger Soundbite, kurzes Gesagtes, plattes Gesagtes, tausende-unvergleichbare Aspekte-Weimar, unvergleichbare Berliner-Republik;0;
42;http://www.zeit.de/2009/20/Zeitgeist-20/komplettansicht?print=true;2009;20;Zeit;Kurz und platt;Josef Joffe;6;Gegenwart, Vergangenheit;Deutschland;-;abgesicherte Arbeitslose, erfolglose Rattenfänger, anfängliches Wirtschaftswunder-Berliner-Republik, anfängliche-westliche Gemeinschaft-Berliner Republik, anfänglicher Niedergang-Weimarer-Republik, anfängliche Niederlage-Weimarer-Republik, dröger Rechtsstaat, vitaler Rechtsstaat, höchstes Gut-Langeweile;2;ich glaub der trauert Adenauer schon noch ein bisschen hinterher...
