;Metadaten;;;;;;;Bewertungsteil;;;;;;;
39;http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true;2009;15;Zeit;Die HintermÑnner;Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr;55;Gegenwart, Zukunft;Deutschland, England, G20, Welt;;Treffen-Gordon-Brown-Banker-Ackermann, Asmussen-Treffen-G20-ZukunftsplÑne-Finanzindustrie-Welt, fallend Steueroasen-G20-Asmussen-Vorschlag, steigend Regulierung-Finanzindustrie-G20-Asmussen-Vorschlag;-1;;;
39;http://www.zeit.de/2009/15/DOS-Kanzleramt/komplettansicht?print=true;2009;15;Zeit;Die HintermÑnner;Anitav Blasberg + Kerstin Kohlenberg + Elisabeth Niejahr;56;;;;;0;;;
40;http://www.zeit.de/2009/16/Zeitarbeit/komplettansicht?print=true;2009;16;Zeit;Verleiher am Ende;Christine Weissenborn;1;Gegenwart;Deutschland;Berlin-Neukîlln, Berlin;pleite Magista-Zeitarbeitsfirma-Krise-Zeitarbeit;-2;;;
40;http://www.zeit.de/2009/16/Zeitarbeit/komplettansicht?print=true;2009;16;Zeit;Verleiher am Ende;Christine Weissenborn;2;Vergangenheit, Gegenwart;Deutschland;;fallend-gesunken LeihkrÑfte-Anzahl-Zeitarbeit, fallend LeihkrÑfte-Unternehmen, knapp-niedrig AuftrÑge-Zeitarbeitsfirmen, hoch-viele Insolvenzen-Zeitarbeitsfirmen;-2;;;
40;http://www.zeit.de/2009/16/Zeitarbeit/komplettansicht?print=true;2009;16;Zeit;Verleiher am Ende;Christine Weissenborn;3;Gegenwart;Deutschland;;begrÅ·end-positiv Reaktion-Pleitewelle-Kleine-Zeitarbeitsfirmen-BZA-IG-Metail;2;"ZBA=""Bundesverbandes Zeitarbeit""";;
40;http://www.zeit.de/2009/16/Zeitarbeit/komplettansicht?print=true;2009;16;Zeit;Verleiher am Ende;Christine Weissenborn;4;Vergangenheit;Deutschland;Berlin-Neukîlln, Berlin;klein Magista-Insolvent-Zeitarbeitsfirma-ZahlungsunfÑhig-öberschuldet;-2;;;
40;http://www.zeit.de/2009/16/Zeitarbeit/komplettansicht?print=true;2009;16;Zeit;Verleiher am Ende;Christine Weissenborn;5;Vergangenheit;Deutschland;;hoch Gewinne-Leiharbeitsfirmen-Boomjahre, hoch Nachfrage-Zeitarbeiter-Boomjahre, hoch Margen-Bruttolohn-Zeitarbeitsfirmen;0;;;
40;http://www.zeit.de/2009/16/Zeitarbeit/komplettansicht?print=true;2009;16;Zeit;Verleiher am Ende;Christine Weissenborn;6;Gegenwart;Deutschland;;hoch Anzahl-Kleine-Zeitarbeitsfirmen, anfÑllig Zeitarbeitsfirmen-Krise-Finanzkrise;-1;;;
40;http://www.zeit.de/2009/16/Zeitarbeit/komplettansicht?print=true;2009;16;Zeit;Verleiher am Ende;Christine Weissenborn;7;Gegenwart;Deutschland;;Pleitewelle-Zeitarbeitsfirmen, fehlend RÅcklagen-Zeitarbeitsfirmen;-2;;;
40;http://www.zeit.de/2009/16/Zeitarbeit/komplettansicht?print=true;2009;16;Zeit;Verleiher am Ende;Christine Weissenborn;8;Gegenwart;Deutschland;;hoch Kosten-Berufsgenossenschaften-Verletzungsgefahr-Leiharbeiter-Randstad;-2;;;
40;http://www.zeit.de/2009/16/Zeitarbeit/komplettansicht?print=true;2009;16;Zeit;Verleiher am Ende;Christine Weissenborn;9;Gegenwart;Deutschland;;niedrig Kurzarbeit-Einsatz-Zeitarbeitsfirmen-Soziale-Verantwortung-DGB;-3;"DGB=""Deutscher Gewerkschaftsbund""";;
40;http://www.zeit.de/2009/16/Zeitarbeit/komplettansicht?print=true;2009;16;Zeit;Verleiher am Ende;Christine Weissenborn;10;Gegenwart, Zukunft;Deutschland;;niedrig Kurzarbeit-Zeitarbeitsbranche, potentiel-rechtswidring Methoden-Zeitarbeitsfirmen-Arbeitsgericht-Berlin;-2;;;
40;http://www.zeit.de/2009/16/Zeitarbeit/komplettansicht?print=true;2009;16;Zeit;Verleiher am Ende;Christine Weissenborn;11;Vergangenheit, Gegenwart;Deutschland;Dornheim, Hessen, Sottrum, Niedersachsen, Nordhorn, Niedersachsen;hoch Pleitewelle-Zeitarbeitsfirmen;-3;;;
40;http://www.zeit.de/2009/16/Zeitarbeit/komplettansicht?print=true;2009;16;Zeit;Verleiher am Ende;Christine Weissenborn;12;Gegenwart, Zukunft;Deutschland;;fallend-negativ Gewinne-Gro·e-Zeitarbeitsfirmen, fallend Wettbewerb-Zeitarbeitsfirmen;-2;;;
40;http://www.zeit.de/2009/16/Zeitarbeit/komplettansicht?print=true;2009;16;Zeit;Verleiher am Ende;Christine Weissenborn;13;Gegenwart, Zukunft;Deutschland;;steigend Insolvenzen-Kleine-Zeitarbeitsfirmen-Reinigungsprozess, steigend Arbeitslosigkeit-Zeitarbeiter;-1;;;
40;http://www.zeit.de/2009/16/Zeitarbeit/komplettansicht?print=true;2009;16;Zeit;Verleiher am Ende;Christine Weissenborn;14;Gegenwart;Deutschland;;steigend Zeitarbeit-Bankenbranche;0;;;
41;http://www.zeit.de/2009/18/Kolumne-Prognosen/komplettansicht?print=true;2009;18;Zeit;Ruhe bitte!;Marc Brost;1;Gegenwart, Zukunft;Deutschland;;Wetter-Vorhersage-Hypothese;-1;;;
41;http://www.zeit.de/2009/18/Kolumne-Prognosen/komplettansicht?print=true;2009;18;Zeit;Ruhe bitte!;Marc Brost;2;Zukunft;Deutschland, Welt;;schlecht FrÅhjahrsprognose, schrumpfend Weltwirtschaft, sinkend Wirtschaftsleistung, wertlos Prognosen-Wirtschaft;-3;;;
41;http://www.zeit.de/2009/18/Kolumne-Prognosen/komplettansicht?print=true;2009;18;Zeit;Ruhe bitte!;Marc Brost;3;Gegenwart, Zukunft;Deutschland;;Konjunkturprognose-Horrorzahl, fallend Konsum-Investition-Reaktion-Konjunkturprognose;-3;;;
41;http://www.zeit.de/2009/18/Kolumne-Prognosen/komplettansicht?print=true;2009;18;Zeit;Ruhe bitte!;Marc Brost;4;Vergangenheit, Gegenwart, Zukunft;Deutschland;;Verzicht-Prognosen-Blîdsinn, Fehler-Modelle-ôkonomen-Finanzkrise-Wirtschaftskrise, veraltet Prognosemodelle;-3;;;
41;http://www.zeit.de/2009/18/Kolumne-Prognosen/komplettansicht?print=true;2009;18;Zeit;Ruhe bitte!;Marc Brost;5;Gegenwart;Deutschland;;spekulierend-spektakulÑr Konjunkturprognosen-Medien-Institutionen-Regierung;-2;;;
41;http://www.zeit.de/2009/18/Kolumne-Prognosen/komplettansicht?print=true;2009;18;Zeit;Ruhe bitte!;Marc Brost;6;Gegenwart, Zukunft;Deutschland;;notwendig Konjunkturprognosen, plakativ Punktprognosen-Kritik;-2;;;
41;http://www.zeit.de/2009/18/Kolumne-Prognosen/komplettansicht?print=true;2009;18;Zeit;Ruhe bitte!;Marc Brost;7;Gegenwart, Zukunft;Deutschland;;Abschaffen-Punktprognosen-Kritik;0;;;
42;http://www.zeit.de/2009/20/Zeitgeist-20/komplettansicht?print=true;2009;20;Zeit;Kurz und platt;Josef Joffe;1;Gegenwart;Deutschland;;latent-genau-ritualisiert Hysterie, explosiv Stimmung-Soziale-Unruhen;-1;;;
42;http://www.zeit.de/2009/20/Zeitgeist-20/komplettansicht?print=true;2009;20;Zeit;Kurz und platt;Josef Joffe;2;Vergangenheit, Gegenwart, Zukunft;Deutschland;;Parallelen-1929-2009-Hypothese, Soziale-Unruhen-Hypothese;-1;;;
42;http://www.zeit.de/2009/20/Zeitgeist-20/komplettansicht?print=true;2009;20;Zeit;Kurz und platt;Josef Joffe;3;Gegenwart;Deutschland, USA;;niedrig Umfragewerte-Linke, niedrig Umfragewerte-NPD, hoch Arbeitslosigkeit-ZwangsrÑumungen-USA;-1;;;
42;http://www.zeit.de/2009/20/Zeitgeist-20/komplettansicht?print=true;2009;20;Zeit;Kurz und platt;Josef Joffe;4;Gegenwart;Deutschland;;ritualisiert Hysterie, beschwichtigend BundesprÑsident-Panikmache, beherrschbar Krise-BundesprÑsident;1;;;
42;http://www.zeit.de/2009/20/Zeitgeist-20/komplettansicht?print=true;2009;20;Zeit;Kurz und platt;Josef Joffe;5;Gegenwart;Deutschland;;Soundbite, kurz-platt Reaktionen-ôffentlichkeit-Talkshows, unvergleichbar Weimar-Deutschland;0;;;
42;http://www.zeit.de/2009/20/Zeitgeist-20/komplettansicht?print=true;2009;20;Zeit;Kurz und platt;Josef Joffe;6;Vergangenheit, Gegenwart;Deutschland;;unvergleichbar Deutschland-Weimar;1;;;
42;http://www.zeit.de/2009/20/Zeitgeist-20/komplettansicht?print=true;2009;20;Zeit;Kurz und platt;Josef Joffe;7;Gegenwart;Deutschland;;ultrastabil Demokratie-Gelassenheit-Identifikation, ritualisiert Hysterie;3;;;
43;http://www.zeit.de/2009/23/Argument-Deutschlandfonds/komplettansicht?print=true;2009;23;Zeit;Wer braucht noch die EU?;Petra Pinzler;1;Gegenwart;USA, Europa;;gescheitert Turbokapitalismus-USA, marode Sozialsystem-USA, horrend Schuldenberg-USA, Krise-Beweis-StÑrke-Europa, siegend Soziale-Marktwirtschaft;2;;;
43;http://www.zeit.de/2009/23/Argument-Deutschlandfonds/komplettansicht?print=true;2009;23;Zeit;Wer braucht noch die EU?;Petra Pinzler;2;Gegenwart;Europa, USA;;verfrÅht-positiv Fazit-Krise-Europa, gedÑmpft Bewunderung-Eliten-Amerika, enttabuisiert Marktinterventionen, gerettet Ruf-Sozialstaat-Europa, dokumentiert Sinn-Eurozone, steigend Gehîr-Merkel-Sarkozy-Weltpolitik;2;;;
43;http://www.zeit.de/2009/23/Argument-Deutschlandfonds/komplettansicht?print=true;2009;23;Zeit;Wer braucht noch die EU?;Petra Pinzler;3;Vergangenheit, Gegenwart;Europa, USA, Deutschland, Welt;;identisch Krisenresistenz-Europa-USA, gleich-fallend Wirtschaftswachstum-Europa-USA, identisch StabilitÑt-Kontrolle-Finanzsysteme-USA-Europa, hoch Spekulation-Staatliche-Banken-Deutschland, gleichschnell Finanzreform-Europa-Welt;-1;;;
43;http://www.zeit.de/2009/23/Argument-Deutschlandfonds/komplettansicht?print=true;2009;23;Zeit;Wer braucht noch die EU?;Petra Pinzler;4;Gegenwart, Zukunft;USA;;positiv Prognose-Wirtschaft, positiv Evaluation-Wirtschaftssystem-Politik;1;;;
43;http://www.zeit.de/2009/23/Argument-Deutschlandfonds/komplettansicht?print=true;2009;23;Zeit;Wer braucht noch die EU?;Petra Pinzler;5;Vergangenheit, Gegenwart;USA, EU, Europa;;zurÅckhaltend-langsam Reaktion-EU-Krise-Hypothese-Selbstzweifel;-1;;;
43;http://www.zeit.de/2009/23/Argument-Deutschlandfonds/komplettansicht?print=true;2009;23;Zeit;Wer braucht noch die EU?;Petra Pinzler;6;Vergangenheit;Europa, EU, Frankreich, Deutschland, UK;;national Reaktionen-Krise-Bankenrettung-Konjunkturpakete, bremsend-schweigend Parlament-Rat-BrÅssel, unprÑsent EU-PrÑsidentschaft-Tschechien;-1;;;
43;http://www.zeit.de/2009/23/Argument-Deutschlandfonds/komplettansicht?print=true;2009;23;Zeit;Wer braucht noch die EU?;Petra Pinzler;7;Gegenwart;EU, Europa;;lapidar Kommentar-SubsidiaritÑt;0;;;
43;http://www.zeit.de/2009/23/Argument-Deutschlandfonds/komplettansicht?print=true;2009;23;Zeit;Wer braucht noch die EU?;Petra Pinzler;8;Vergangenheit, Gegenwart;Europa, EU;;unnîtig Fehler-AlleingÑnge-Regierungen-Europa, fehlend Alternativen-Nationalstaaten, mangelnd Feuerwehr-EU-Institutionen;-1;;;
43;http://www.zeit.de/2009/23/Argument-Deutschlandfonds/komplettansicht?print=true;2009;23;Zeit;Wer braucht noch die EU?;Petra Pinzler;9;Vergangenheit;Europa, Deutschland, EU;;mangelnd-national Konjunkturprogramme, fehlend -gemeinsam Regeln-Rettungsfonds-Marktverzerrung, Subventionswettlauf;-2;;;
43;http://www.zeit.de/2009/23/Argument-Deutschlandfonds/komplettansicht?print=true;2009;23;Zeit;Wer braucht noch die EU?;Petra Pinzler;10;Gegenwart, Zukunft;Welt, EU;;wachsend Ungleichheit, notwendig Koordinierung-Wirtschaftspolitik;-2;;;
43;http://www.zeit.de/2009/23/Argument-Deutschlandfonds/komplettansicht?print=true;2009;23;Zeit;Wer braucht noch die EU?;Petra Pinzler;11;Gegenwart;Europa, EU, Deutschland, Frankreich;;bremsend Bundesregierung-Finanzmarktregulierung-EU;-2;;;
43;http://www.zeit.de/2009/23/Argument-Deutschlandfonds/komplettansicht?print=true;2009;23;Zeit;Wer braucht noch die EU?;Petra Pinzler;12;Vergangenheit, Zukunft;EU;;vielversprechend Modell-EU;1;;;
44;http://www.zeit.de/2009/25/Wie-gehts-Deutschland/komplettansicht?print=true;2009;25;Zeit;Der Vertrauensbonus;Felix Rohrbeck;1;Gegenwart;Deutschland, Gro·britannien, Frankreich;;hoch Vertrauen-Wirtschaft-Deutschland-Ausland, gut Platzierung-Umfrage-Ernst&Young, gut Chancen-KrisenbewÑltigung-Deutschland, hoch Vertrauen-Deutschland-Potential-KrisenbewÑltigung, niedrig Vertrauen-Gro·britannien-Frankreich-Potential-KrisenbewÑltigung, attraktiv Investitionsstandort-Deutschland;3;;;
44;http://www.zeit.de/2009/25/Wie-gehts-Deutschland/komplettansicht?print=true;2009;25;Zeit;Der Vertrauensbonus;Felix Rohrbeck;2;Vergangenheit, Gegenwart;Deutschland, Europa;;stark-gefallen Wirtschaft-Deutschland-Krise, hoch Potential-Deutschland-Meisterung-Herausforderung;2;;;
45;http://www.zeit.de/2009/27/Banken/komplettansicht?print=true;2009;27;Zeit;Der nÑchste Orkan;Mark Schieritz;1;Vergangenheit, Gegenwart;Deutschland, Europa, G8;;Sparen-Finanzminister-SteinbrÅck, abnehmend Rettungsschirm-Kreditgewerbe-Deutschland-Planung;1;;;
45;http://www.zeit.de/2009/27/Banken/komplettansicht?print=true;2009;27;Zeit;Der nÑchste Orkan;Mark Schieritz;2;Gegenwart;Deutschland;;aufbauend Risiken-Privatkredite-Haushalte-Firmen, anhaltend Wertverluste-Privatkredite-Haushalte-Firmen;-3;;;
45;http://www.zeit.de/2009/27/Banken/komplettansicht?print=true;2009;27;Zeit;Der nÑchste Orkan;Mark Schieritz;3;Gegenwart;Deutschland;;unvorbereitet Bundesregierung-Zweite-Welle-Finanzkrise, geschwÑcht-Banken, beantragt Staatsgarantien-IKB, HRE-Warnung-Verluste, hoch Risiko-Rezession-Kreditportfolios;-3;"HRE=""Hypo Real Estate""";;
45;http://www.zeit.de/2009/27/Banken/komplettansicht?print=true;2009;27;Zeit;Der nÑchste Orkan;Mark Schieritz;4;Gegenwart, Zukunft;Deutschland;;hoch AusfÑlle-Banken-Erwartung, schlecht Zahlen-Commerzbank, fallend Aktienkurs-Kommerzbank, Bankenrettung-Commerzbank-Staatsgeld-GestÅtzt, radikal-konsequent Plan-Commerzbank-Blessing;1;;;
45;http://www.zeit.de/2009/27/Banken/komplettansicht?print=true;2009;27;Zeit;Der nÑchste Orkan;Mark Schieritz;5;Gegenwart;Deutschland;;Problem-Commerzbank-Ausrichtung;-2;;;
45;http://www.zeit.de/2009/27/Banken/komplettansicht?print=true;2009;27;Zeit;Der nÑchste Orkan;Mark Schieritz;6;Gegenwart, Zukunft;Deutschland, Welt;;normal KreditausfÑlle-Abschwung, schwer Krise, reihenweise Pleiten, hoch AusfÑlle-Kredite-Commerzbank;-2;;;
45;http://www.zeit.de/2009/27/Banken/komplettansicht?print=true;2009;27;Zeit;Der nÑchste Orkan;Mark Schieritz;7;Gegenwart;Deutschland;;Traumrenditen-Deutsche-Bank, Systemisches-Risiko-Commerzbank;-1;;;
45;http://www.zeit.de/2009/27/Banken/komplettansicht?print=true;2009;27;Zeit;Der nÑchste Orkan;Mark Schieritz;8;Vergangenheit, Gegenwart;Deutschland;;hoch Insolvenzen-Gro·unternehmen, steigend Ausfallrate-Darlehen, hoch-steigend AusfÑlle-Kredite-Banken-Landesbanken;-3;;;
45;http://www.zeit.de/2009/27/Banken/komplettansicht?print=true;2009;27;Zeit;Der nÑchste Orkan;Mark Schieritz;9;Vergangenheit, Gegenwart, Zukunft;Deutschland;;fallend BonitÑt-Ratings-Unternehmen;-3;;;
45;http://www.zeit.de/2009/27/Banken/komplettansicht?print=true;2009;27;Zeit;Der nÑchste Orkan;Mark Schieritz;10;Vergangenheit, Gegenwart;Deutschland;;Basel2-Eigenkapitalregeln-GefÑhrlich-öbertreibung;-3;"Basel2=""Basel II""";;
45;http://www.zeit.de/2009/27/Banken/komplettansicht?print=true;2009;27;Zeit;Der nÑchste Orkan;Mark Schieritz;11;Gegenwart;Deutschland;;Eigenkapitalregeln-Sparkassen-Volksbanken;-1;;;
45;http://www.zeit.de/2009/27/Banken/komplettansicht?print=true;2009;27;Zeit;Der nÑchste Orkan;Mark Schieritz;12;Gegenwart;Deutschland;;Eigenkapital-Rohstoff-Finanzgewerbe-Krise;-2;;;
45;http://www.zeit.de/2009/27/Banken/komplettansicht?print=true;2009;27;Zeit;Der nÑchste Orkan;Mark Schieritz;13;Vergangenheit, Gegenwart;Deutschland;;hoch Risiko-Problempapiere-ZahlungsunfÑhigkeit-Schuldner;-2;;;
45;http://www.zeit.de/2009/27/Banken/komplettansicht?print=true;2009;27;Zeit;Der nÑchste Orkan;Mark Schieritz;14;Gegenwart, Zukunft;Eurozone;;hoch Benîtigtes-Kapital-Banken-IMF, wahrscheinlich Bankenrettung-Rekapitalisierung-Banken-Staat;-2;"IMF=""Internationaler WÑhrungsfond""";;
45;http://www.zeit.de/2009/27/Banken/komplettansicht?print=true;2009;27;Zeit;Der nÑchste Orkan;Mark Schieritz;15;Gegenwart, Zukunft;Deutschland;;unbeliebt Bankenrettung-WÑhler, wahrscheinlich Minimalprogramm-Bankenrettung, Bad-Bank-Gesetz-Basel2;-2;;;
45;http://www.zeit.de/2009/27/Banken/komplettansicht?print=true;2009;27;Zeit;Der nÑchste Orkan;Mark Schieritz;16;Vergangenheit, Gegenwart;Deutschland, Japan;;verbessert Finanzierungsbedingungen-Bad-Bank-Gesetz-Martin-Hellweg, fehlend Reformkonzept-FinanzmÑrkte-Banken-Martin-Hellweg, Rezession-Bankenpleite-Japan;-1;;;
45;http://www.zeit.de/2009/27/Banken/komplettansicht?print=true;2009;27;Zeit;Der nÑchste Orkan;Mark Schieritz;17;Gegenwart;Deutschland;;Forderung-Banken-Ausweitung-Bad-Bank-Gesetz, Forderung-SPD-Carsten-Schneider-Besitzbeteiligung-Staat-Bankenrettung;-1;;;
45;http://www.zeit.de/2009/27/Banken/komplettansicht?print=true;2009;27;Zeit;Der nÑchste Orkan;Mark Schieritz;18;Vergangenheit, Gegenwart;Deutschland, USA;;Stress-Tests-Banken-USA, Ablehnung-Stress-Tests-Banken-Deutschland;0;;;
45;http://www.zeit.de/2009/27/Banken/komplettansicht?print=true;2009;27;Zeit;Der nÑchste Orkan;Mark Schieritz;19;Gegenwart, Zukunft;Deutschland, Welt;;schlechter Finanzsituation-Banken-Deutschland-Vergleich;-2;;;
45;http://www.zeit.de/2009/27/Banken/komplettansicht?print=true;2009;27;Zeit;Der nÑchste Orkan;Mark Schieritz;20;Gegenwart;Deutschland;Berlin;Bundesregierung-Wahl-Unbereitschaft;-1;;;
46;http://www.zeit.de/2009/29/Wirtschaftskrise/komplettansicht?print=true;2009;29;Zeit;Die neuen EinschlÑge;Thomas Fischermann + Helene Laube + Dietmar H. Lamparter + Johannes Voswinkel;1;Gegenwart;Welt;;steigend Hunger-Welt-Wirtschaftskrise, G8-Initiative-Nahrungsmittelversorgung;-2;;;
46;http://www.zeit.de/2009/29/Wirtschaftskrise/komplettansicht?print=true;2009;29;Zeit;Die neuen EinschlÑge;Thomas Fischermann + Helene Laube + Dietmar H. Lamparter + Johannes Voswinkel;2;Vergangenheit, Gegenwart;Welt;;fallend Nahrungsmittelpreise-Fleisch-Milch-Getreide, niedrig ôlpreis, fallend Druck-Preise-Agrarmarkt;2;;;
46;http://www.zeit.de/2009/29/Wirtschaftskrise/komplettansicht?print=true;2009;29;Zeit;Die neuen EinschlÑge;Thomas Fischermann + Helene Laube + Dietmar H. Lamparter + Johannes Voswinkel;3;Vergangenheit, Gegenwart;Welt;;hoch Lebensmittelpreise-EntwicklungslÑnder-Marktversagen, steigend Arbeitslosigkeit, niedrig Kreditangebot-Agrarwirtschaft;-3;;;
46;http://www.zeit.de/2009/29/Wirtschaftskrise/komplettansicht?print=true;2009;29;Zeit;Die neuen EinschlÑge;Thomas Fischermann + Helene Laube + Dietmar H. Lamparter + Johannes Voswinkel;4;Vergangenheit, Gegenwart;Welt;;steigend Land-Grabs-Investoren-EntwicklungslÑnder, ungewiss Agrarproduktion;-2;;;
46;http://www.zeit.de/2009/29/Wirtschaftskrise/komplettansicht?print=true;2009;29;Zeit;Die neuen EinschlÑge;Thomas Fischermann + Helene Laube + Dietmar H. Lamparter + Johannes Voswinkel;5;Gegenwart, Zukunft;Welt;;niedrig Absatzzahlen-Automobilbranche, fallend Kapital-Autoindustrie;-3;;;
46;http://www.zeit.de/2009/29/Wirtschaftskrise/komplettansicht?print=true;2009;29;Zeit;Die neuen EinschlÑge;Thomas Fischermann + Helene Laube + Dietmar H. Lamparter + Johannes Voswinkel;6;Vergangenheit, Gegenwart;Deutschland;;fallend-niedrig Automobilproduktion-Absatz-Pkw-Lkw, fallend Gewinne-Automobilindustrie;-2;;;
46;http://www.zeit.de/2009/29/Wirtschaftskrise/komplettansicht?print=true;2009;29;Zeit;Die neuen EinschlÑge;Thomas Fischermann + Helene Laube + Dietmar H. Lamparter + Johannes Voswinkel;7;Gegenwart;Deutschland;;fallend Minusraten-Verluste-Automobilindustrie-VDA;1;"VDA=""Verband der Automobilindustrie""";;
46;http://www.zeit.de/2009/29/Wirtschaftskrise/komplettansicht?print=true;2009;29;Zeit;Die neuen EinschlÑge;Thomas Fischermann + Helene Laube + Dietmar H. Lamparter + Johannes Voswinkel;8;Vergangenheit, Gegenwart, Zukunft;Deutschland, China, Europa;;stark VW-Absatz-China-AbwrackprÑmie-Europa, steigend Absatzzahlen-Pkw-AbwrackprÑmie-Vergangenheit, fallend Absatzzahlen-Pkw-AbwrackprÑmie-Zukunft;-1;;;
46;http://www.zeit.de/2009/29/Wirtschaftskrise/komplettansicht?print=true;2009;29;Zeit;Die neuen EinschlÑge;Thomas Fischermann + Helene Laube + Dietmar H. Lamparter + Johannes Voswinkel;9;Vergangenheit, Gegenwart, Zukunft;Deutschland;;fallend Stammbelegschaft-Automobilindustrie, niedrig Zeitarbeit-Automobilindustrie, steigend Mitarbeiterzahl-Automobilindustrie-Zukunft-VDA;1;;;
46;http://www.zeit.de/2009/29/Wirtschaftskrise/komplettansicht?print=true;2009;29;Zeit;Die neuen EinschlÑge;Thomas Fischermann + Helene Laube + Dietmar H. Lamparter + Johannes Voswinkel;10;Zukunft;Deutschland;;steigend KÅndigungen-Stammbelegschaft-Automobilindustrie;-1;;;
46;http://www.zeit.de/2009/29/Wirtschaftskrise/komplettansicht?print=true;2009;29;Zeit;Die neuen EinschlÑge;Thomas Fischermann + Helene Laube + Dietmar H. Lamparter + Johannes Voswinkel;11;Vergangenheit, Gegenwart, Zukunft;Deutschland;;steigend ArbeitsplÑtze-Maschinenbau-Vergangenheit, tief Gewinneinbruch-Maschinenbau-Drohend, fallend AuftrÑge-Maschinenbau, fallend Produktion-Maschinenbau-Prognose-VDMA, fallend ArbeitsplÑtze-Maschinenbau-Zukunft-VDMA-Stammbelegschaft-Zeitarbeiter;-3;"VDMA=""Verband Deutscher Maschinen- und Anlagenbau""";;
46;http://www.zeit.de/2009/29/Wirtschaftskrise/komplettansicht?print=true;2009;29;Zeit;Die neuen EinschlÑge;Thomas Fischermann + Helene Laube + Dietmar H. Lamparter + Johannes Voswinkel;12;Gegenwart;Deutschland;;hoch BeschÑftigung-Maschinenbau-Anlagebauer, Konjunkturflaute-Maschinenbau-Anlagebauer;-1;;;
46;http://www.zeit.de/2009/29/Wirtschaftskrise/komplettansicht?print=true;2009;29;Zeit;Die neuen EinschlÑge;Thomas Fischermann + Helene Laube + Dietmar H. Lamparter + Johannes Voswinkel;13;Gegenwart, Zukunft;Deutschland;;wichtig Stammbelegschaft-Knowhow, fallend Stammbelegschaft-Maschinenbau-Zukunft;-1;;;
46;http://www.zeit.de/2009/29/Wirtschaftskrise/komplettansicht?print=true;2009;29;Zeit;Die neuen EinschlÑge;Thomas Fischermann + Helene Laube + Dietmar H. Lamparter + Johannes Voswinkel;14;Gegenwart, Zukunft;Deutschland;;verzîgert Nachfrage-Maschinenbauindustrie;-1;;;
46;http://www.zeit.de/2009/29/Wirtschaftskrise/komplettansicht?print=true;2009;29;Zeit;Die neuen EinschlÑge;Thomas Fischermann + Helene Laube + Dietmar H. Lamparter + Johannes Voswinkel;15;Zukunft;Deutschland;;Insolvenzen-Aufschwung-Maschinenbau-Staat-BÅrgschaft;-1;;;
46;http://www.zeit.de/2009/29/Wirtschaftskrise/komplettansicht?print=true;2009;29;Zeit;Die neuen EinschlÑge;Thomas Fischermann + Helene Laube + Dietmar H. Lamparter + Johannes Voswinkel;16;Vergangenheit, Gegenwart;USA;;Schwarzenegger-Kalifornien-Haushaltsdefizit-Reduzierung;1;;;
46;http://www.zeit.de/2009/29/Wirtschaftskrise/komplettansicht?print=true;2009;29;Zeit;Die neuen EinschlÑge;Thomas Fischermann + Helene Laube + Dietmar H. Lamparter + Johannes Voswinkel;17;Gegenwart, Zukunft;USA;;drohend Pleite-Kalifornien-Demokraten-Republikaner-Haushaltsdefizit;-2;;;
46;http://www.zeit.de/2009/29/Wirtschaftskrise/komplettansicht?print=true;2009;29;Zeit;Die neuen EinschlÑge;Thomas Fischermann + Helene Laube + Dietmar H. Lamparter + Johannes Voswinkel;18;Vergangenheit, Gegenwart, Zukunft;USA;;drohend Pleite-Kalifornien, fehlend Staatshaushalt-Kalifornien;-3;;;
46;http://www.zeit.de/2009/29/Wirtschaftskrise/komplettansicht?print=true;2009;29;Zeit;Die neuen EinschlÑge;Thomas Fischermann + Helene Laube + Dietmar H. Lamparter + Johannes Voswinkel;19;Vergangenheit, Gegenwart, Zukunft;USA;;Verfassung-Kalifornien-Volksentscheide-Reform;0;;;
