,SN,JM,DC,Artikeln_Nr,Abschnitt,SN.Zeitbezug,SN.Thema,JM.Zeitbezug,JM.Thema,DC.Zeitbezug,DC.Thema,Title,Text,Link
345,1,-2,-1,34,13,"Vergangenheit, Gegenwart, Zukunft","positiv Trends-Davos-weForum-Weltwirtschaft, ungel?st Kernkonflikte-Weltwirtschaft-Davos-weForum","Gegenwart, Vergangenheit, Zukunft","h?here Sportschuh-Hersteller-L?hne-China, bereitgestellte Aids-Medikamente-Afrika, versch?nkte Computer-Ger?te-Arme, ungel?ste Weltwirtschaft-Kernkonflikte, falsches Homo-Davosiensis-Selbstbild",Gegenwart,"h”here L”hne-Sportschuhhersteller-China, Aidsmedikamente-Afrika, verschenken  Ger„te-Computerkonzerne, ungel”st Weltwirtschaft-Kernkonflikte, neu-nachdenken Homo-Davosiensis",ARGUMENT: Die Lehre von Davos ,"Einiges ist auf diesem Wege tatsächlich geschehen: Sportschuhhersteller zahlen höhere Löhne in China, Pharmafirmen sorgen für Aidsmedikamente in Afrika, Computerkonzerne verschenken Geräte an Arme. Das ist gut, aber die Kernkonflikte der Weltwirtschaft sind ungelöst. Der Homo Davosiensis ist nicht so gut und nicht so allmächtig, wie er dachte. Er hat sich selbst belogen. Er muss, wie Manager sagen, neu nachdenken.",http://www.zeit.de/2009/07/Argument-Davos/komplettansicht?print=true
346,-1,2,-1,35,1,Gegenwart,hoch Regierungsausgaben-Rettungspakete-Bankenrettung-Subventionen-Firmen-Konsumenten-Steuersenkungen-Infrastrukturinvestitionen,Gegenwart,"hohe Ausgaben-Depressionsabwehr, gerettete Banken, unterst?tzte Firmen, unterst?tzte Konsumenten, ausgesetzte Steuern, steigende Infrastruktur-Investitionen, versuchte Abwendung-Dreiõiger-Jahre-Krise, zersetzende Wirtschafts-Kleinstaatlerei-Kraft","Gegenwart, Zukunft","steigen Staatsausgaben-Zukunft, abzuwehren groáe-Depression, retten Banken, untersttzen Firmen, aussetzen Steuern, investieren Infrastruktur, zersetzende Kleinstaaterei-Kraft ",MEINUNG: Kauft international! ,"Bis zu fünf Billionen Euro dürften die Staaten der Welt ausgeben, um die große Depression abzuwehren. Sie retten Banken, unterstützen Firmen und Konsumenten, setzen Steuern aus und investieren in ihre Infrastruktur – alles, damit sich das Desaster der dreißiger Jahre nicht wiederholt. Doch die wohl größte Gefahr haben sie nicht im Griff: die zersetzende Kraft des wirtschaftlichen Kleinstaaterei.",http://www.zeit.de/2009/08/Meinung-Wirtschaftliche-Kleinstaaterei/komplettansicht?print=true
347,-2,-2,-1,35,2,Vergangenheit,hoch Protektionismus-Gro e-Depression-Zerst?rung-Wohlstand,Vergangenheit,"negative Protektionismus-Spirale-Dreiõiger-Jahre, versuchte Industrie-Besch?tzung, erh?hte Z?lle, zerst?rter Wohlstand, zerst?rte Globalisierung",Vergangenheit,"Protektionismus-Spirale-Vergangenheit, beschtzen Industrie-Vergangenheit, erh”hte Z”lle-Vergangenheit, zerst”rt Wohlstand-Vergangenheit, zerst”rt Globalisierung-Vergangenheit",MEINUNG: Kauft international! ,"Nichts setzte der Wirtschaft in den dreißiger Jahren mehr zu als die Spirale des Protektionismus. Angefangen bei den USA, wollte jedes Land seine Industrien beschützen, erhöhte Zölle – und am Ende haben sie alle miteinander den eigenen Wohlstand und die schon damals als unumkehrbar eingestufte Globalisierung zerstört.",http://www.zeit.de/2009/08/Meinung-Wirtschaftliche-Kleinstaaterei/komplettansicht?print=true
348,1,0,-1,35,3,Gegenwart,"wichtig Welthandel-Freihandelssystem-Erholung-Weltwirtschaft, steigend Nationalismus-Welthandel",Gegenwart,"schlauere Regierungen, n?tig-offenbleibende Volkswirtschaften-Weltwirtschaftserholung, hereindringender Wirtschafts-Nationalismus","Gegenwart, Zukunft","dazugelernt Regierungschefs, offen-bleiben Volkswirtschaften-Zukunft, erh„lt Erholung-Chance, entstehen wirtschaftliche-Nationalismus",MEINUNG: Kauft international! ,"Heute sind wir schlauer, jeder Regierungschef kann im Schlaf herbeten, dass die Volkswirtschaften offen bleiben müssen, damit die Weltwirtschaft eine Chance auf Erholung erhält. Aber ob all die Schlauheit etwas nutzt? Durch jede Ritze des Freihandelssystems dringt der neue wirtschaftliche Nationalismus ins System.",http://www.zeit.de/2009/08/Meinung-Wirtschaftliche-Kleinstaaterei/komplettansicht?print=true
349,-2,-2,-1,35,4,Gegenwart,"steigend Subventionen-Autoindustrie-Frankreich-Protektionismus-Sarkozy, steigend Z?lle-Autoindustrie-Protektionismus-Russland, steigend Subventionen--Autoindustrie-Protektionismus-USA-Gro britannien-Schweden-Italien, steigend Forderung-Deutschland-Protektionismus",Gegenwart,"sichtbarer Nationen-Autoindustrie-Kampf, franz?sische Billigkredite, heimische Besch?ftigungs-Schonung-Frankreich,  kritisierte Produktionsverlagerungen-Nikolas-Zarkozy, wendiger Merkantilist-Nikolas-Zarkozy, russische Auto-Import-Z?lle, chinesische Kleinwagen-Subventionen, versuchte Autohersteller Erhaltung-USA, versuchte Autohersteller Erhaltung-Groõbritannien, versuchte Autohersteller Erhaltung-Schweden, versuchte Autohersteller Erhaltung-Italien, lauter-werdende Interventions-Rufe-Deutschland",Gegenwart,"Nationen-Kampf-Autoindustrie, entzrnte Billigkrediten-Sarkozy, schonen heimischen- Besch„ftigten-Sarkozy, Produktionsverlagerungen-kritik-Sarkozy, wohlkalkulierten Kleinkariertheit, erhoben Importautos-Z”lle-Russland, subventioniert Kleinwagen.China, erhalten Autokonzerne-USA, Subventions-Ruf-Deutschland",MEINUNG: Kauft international! ,"Besonders sichtbar wird das im Kampf der Nationen um ihre Autoindustrien. Gerade erst erzürnte der französische Präsident das Ausland mit Billigkrediten für seine Hersteller – mit der Auflage, die heimischen Beschäftigten zu schonen. Das weiß der wendige Merkantilist Nicolas Sarkozy mit Kritik an Produktionsverlagerungen zu verbinden. Allein ist er mit dieser wohlkalkulierten Kleinkariertheit nicht. Russland hat schon Zölle auf Importautos erhoben, China subventioniert neuerdings Kleinwagen, wie sie das Land bevorzugt selbst baut. Die USA tun alles, um ihre Autokonzerne zu erhalten, Großbritannien, Schweden und Italien ebenso, und in Deutschland wird der Ruf laut, wenn alle etwas bekämen, dann unsere Hersteller bitte auch.",http://www.zeit.de/2009/08/Meinung-Wirtschaftliche-Kleinstaaterei/komplettansicht?print=true
350,-3,-2,-2,35,5,"Gegenwart, Zukunft","steigend Protektionismus-Banken-Kunden, bedroht Weltfinanzmarkt",Gegenwart,"globale Auto-Industrie, bedrohliche Bewegung, heimische Kunden-Anweisung-Banken, kapitalschwache Schwellenl?nder-Leiden, drohender Weltfinanzmarkt-Zerfall","Gegenwart, Zukunft","globaler Automobil-Industrie, bedrohliche Bewegung, notleidenden Banken, bevorzugt heimische-Kunden, leiden kapitalschwache-Schwellenl„nder, droht Weltfinanzmarkt-Zerfall",MEINUNG: Kauft international! ,"So schnell geht das in einer Industrie, wie sie globaler nicht sein könnte. Doch die bedrohliche Bewegung geht weit darüber hinaus. Direkt oder indirekt haben viele westliche Regierungen ihren notleidenden Banken klargemacht, dass sie bevorzugt heimische Kunden bedienen sollen. Unter dem Rückzug nach Hause leiden zunächst kapitalschwache Schwellenländer, doch am Ende droht der Weltfinanzmarkt wieder zu zerfallen.",http://www.zeit.de/2009/08/Meinung-Wirtschaftliche-Kleinstaaterei/komplettansicht?print=true
351,-3,-2,-1,35,6,"Vergangenheit, Gegenwart","steigend Protektionismus-Konsumgter-USA-Buy-American, steigend Protektionismus-Konsumgter-Welt","Gegenwart, Vergangenheit","gerechtfertiger Aufschrei-Welt-Buy-American, ?bereifrige Kongressabgeordnete, verborgene Protektionismus-Pfade","Gegenwart, Zukunft","bereifrige Kongressabgeordnete, verhindern Buy-American, verborgeneren Pfaden, erreichen hnliches-Zukunft",MEINUNG: Kauft international! ,"Auch damit nicht genug: Die Welt hat zurecht aufgeschrien, als übereifrige Kongressabgeordnete Buy American (»Kauft Amerikanisch«) auf ihr 800-Milliarden-Dollar-Gesetz schreiben wollten. Doch andere Länder versuchen längst auf verborgeneren Pfaden Ähnliches zu erreichen.",http://www.zeit.de/2009/08/Meinung-Wirtschaftliche-Kleinstaaterei/komplettansicht?print=true
352,-2,-2,-1,35,7,Gegenwart,"hoch Demonstrationen-Politischer-Druck-Nationalismus, EU-Kommission-Erw?gung-Freihandel-Einschr?nken",Gegenwart,"enorme Egoismus-Versuchung, steigender Straõen-Druck, steigender ?ffentlicher-Druck, protestierende Menschen-Frankreich, streikende Arbeiter-Groõbritannien, kleiner Streik-Fl?chenbrand-Groõbritannien-Gordon-Brown, wachsender B?rgerzorn, nachdenkende EU-Kommission-Freiz?gigkeit","Gegenwart, Zukunft","egoistisch Handeln, berlassen Weltrettung, spren Straáen-Druck, weitl„ufige Proteste, nachzudenken Arbeitsmarkt-Freizgigkeit-Zukunft",MEINUNG: Kauft international! ,"Enorm ist die Versuchung, selbst ein bisschen egoistisch zu sein und anderen die Weltrettung zu überlassen, zumal viele Regierende den Druck der Straße spüren. In Frankreich protestierten fast 2,5 Millionen Menschen gegen die aufkommende Entlassungs- und Pleitewelle, und der britische Premier Gordon Brown musste sich mit einem kleinen Flächenbrand von Streiks auseinandersetzen, weil ein Konzern beim Ausbau einer Anlage – legalerweise – südeuropäische Arbeiter zum Zuge kommen ließ. Doch legal wird schnell egal, wenn der Bürgerzorn wächst, weshalb die EU-Kommission versprach nachzudenken, ob es nicht doch zu freizügig zugeht auf dem Arbeitsmarkt.",http://www.zeit.de/2009/08/Meinung-Wirtschaftliche-Kleinstaaterei/komplettansicht?print=true
353,-2,-1,-1,35,8,Gegenwart,"niedrig Vertrauen-Volk-Regierung, hoch Zynismus-Volk-USA-Obama","Gegenwart, Vergangenheit","schlauere Regierende, fehlender Vertrauendvorschuss, fehlende Langfrist-Perspektive, zynische Washington-Haltung, unklare Widerstehens-Dauer-Obama","Gegenwart, Zukunft","schlauer Regierende, fehlt Vertrauensvorschuss, langfristigen Perspektive, widerstehen Zynismus-Zukunft",MEINUNG: Kauft international! ,"Die Regierenden sind heute viel schlauer als vor 80 Jahren. Aber sie haben – von Merkel bis Obama – auch ein Problem, das die Generation Roosevelt damals nicht hatte: Den Regierungen fehlt der Vertrauensvorschuss, der sie mit einer langfristigen Perspektive handeln ließe. Gerade in den USA ist der Zynismus gegenüber Washington enorm, und es ist unklar, wie lange selbst ein Obama ihm widerstehen kann.",http://www.zeit.de/2009/08/Meinung-Wirtschaftliche-Kleinstaaterei/komplettansicht?print=true
354,0,-1,-1,35,9,"Gegenwart, Zukunft","hoch Druck-Regierungen-Protektionismus, wichtig Freihandel-Erholung-Weltwirtschaft, Tschechien-EU-Ratsvorsitz-Forderung-Freihandel-Zeichen",Gegenwart,"nicht-wohlhabendere Industriestaaten-B?rger, niedriger Rechnungs-Begleich-Wille, offene Weltwirtschaft-Notwendigkeit-EU, n?tig-langfristiges Denken, n?tig Globalisierungs-Idee-Verteidigung, wichtige USA-Offenheit, n?tig Anti-Protektionismus-Signal-EU-Tschechien, n?tig Bekennung-Freihandel-G20","Gegenwart, Zukunft","w„chst Sentiment, unver„ndert Wohlstand-Brger, ungewollt-begleichen fremde-Rechnung, offen-halten Wirtschaf-Zukunft-Westen, langfristiges Denken, kurzfristigen Verlockung, verteidigen Globalisierung-Idee-Zukunft-Westen, abh„ngen Konjunkturpaket, Buy-American-Aufkleber, geben anti-Protektionismus-Signal-Tschechien, bekennen Wirtschaftsverkehr-G20",MEINUNG: Kauft international! ,"Das Sentiment wächst: Viele Bürger der Industriestaaten sind im Boom nicht wohlhabender geworden, und sie wollen jetzt nicht die Rechnung für die Party der anderen begleichen. Trotz dieses Defizits muss es aber zuallererst der Westen sein, der die Weltwirtschaft offen hält – der dem langfristigen Denken gegenüber der kurzfristigen Verlockung zum Sieg verhilft. Er hat die Grundidee der Globalisierung verfochten, er muss sie jetzt verteidigen. Viel hängt davon ab, ob Obamas Konjunkturpaket ohne Buy American- Aufkleber verabschiedet wird. Die EU solle auf ihrem nächsten Gipfel ein Signal gegen den Protektionismus geben, verlangt Tschechien, das derzeit den EU-Ratsvorsitz innehat. Dafür ist es höchste Zeit. Auch die Gemeinschaft der großen 20 Länder (G20) sollte nicht bloß die Finanzmärkte regulieren, sondern sich zum freien Wirtschaftsverkehr bekennen.",http://www.zeit.de/2009/08/Meinung-Wirtschaftliche-Kleinstaaterei/komplettansicht?print=true
355,0,0,0,35,10,Zukunft,"notwendig-gerecht Sozialsystem-Steuersystem-Ungleichheit-Bek?mpfen, gef?hrlich Nationalismus-Freihandel-Erholung-Weltwirtschaft",Gegenwart,"n?tig Erkl?rungsm?glichkeit-Regierungschefs-Freihandel, n?tig Verteidigungsm?glichkeit-Ablehnung-Nationalismus, unm?glich Ungerechtigkeits-Tilgung-Nationalismus, m?glich Ungerechtigkeits-Vergr?õerung-Nationalismus, n?tig Steuergerechtigkeit, n?tig Sozialgerechtigkeit","Gegenwart, Zukunft","abwenden ”konomischen-Nationalismus-Zukunft-Regierungschefs, vergr”áern Ungerechtigkeit-Zukunft, gerechten Sozialsystem-Zukunft, gerechten Steuersystem-Zukunft",MEINUNG: Kauft international! ,"Der Sinn ist schlicht der: Die Regierungschefs müssen zu Hause erklären können, warum sie nicht mitmachen beim ökonomischen Nationalismus. Die Ungerechtigkeiten, die sich in ihren Ländern aufgebaut haben, können sie auf diese Weise ohnehin nicht tilgen, sondern höchstens vergrößern. Die bekämpft man am besten mit einem gerechteren Sozial- und Steuersystem.",http://www.zeit.de/2009/08/Meinung-Wirtschaftliche-Kleinstaaterei/komplettansicht?print=true
356,-3,-2,-1,36,1,Gegenwart,hoch Unsicherheit-Unwissenheit-L?sung-Wirtschaftskrise-Politik-Wirtschaft-Journalismus,Gegenwart,"erlebte Wirtschaftskrise, erlebte Entscheidungskrise, ungew?hnliche Ohnmachts-Offenheit-Politiker, ungew?hnliche Ohnmachts-Offenheit-Wirtschaftslenker, umfassende Krise, herk?mmliche Hilfsmittel-Unzureichbarkeit, herk?mmliche Erkl?rungs-Unzureichbarkeit,  offene Ratlosigkeit, verborgene Ratlosigkeit, ansteckende Unsicherheit, unsichere Journalisten, unsichere Kommentatoren, m?glich Krisenbeschreibung, unm?glich Behebungs-Mittel-Beschreibung",Gegenwart,"Wirtschaftskrise, Entscheidungen-Krise, erkennen-geben Ohnmacht-Politiker, umfassend Krise, unausrechend Erkl„rungen-Hilfsmittel, zuegeben Ratlosigkeit, verbergen Ratlosigkeit, unsicher Journalisten, fehlen L”sungsvorschl„ge",Wirtschaftskrise: Keiner hat die Lösung ,"Wir erleben in diesen Tagen nicht bloß eine Krise der Wirtschaft, sondern auch eine Krise der Entscheidung. Es ist ungewöhnlich und in diesem Ausmaß selten da gewesen, dass machtvolle Lenker aus Politik und Wirtschaft ihre Ohnmacht zu erkennen geben und sagen, die Krise sei so umfassend, dass herkömmliche Erklärungen und Hilfsmittel nicht ausreichten. Einige dieser Entscheider geben offen zu, dass sie nicht weiterwissen; andere verbergen ihre Ratlosigkeit, indem sie jede Woche mit einer neuen Rezeptur auf den Plan treten. Sogar der um Ratschläge selten verlegene Berufsstand der Journalisten und Kommentatoren scheint von der allgemeinen Unsicherheit derart angesteckt, dass er zwar den Fortgang der Krise zu beschreiben vermag, nicht aber die Mittel zu ihrer Behebung.",
357,-1,-1,-1,36,2,Gegenwart,"ernst Lage-Wirtschaftskrise, hoch Unsicherheit-Ungewissheit-Wirtschaftskrise, kraftvoll Entscheider-Sarkozy, Ratlos-Wirtschaftsminister-Glos",Gegenwart,"ernste Lage, unbestreitbarer Lage-Ernst, konstante Politik-Unsicherheit, schwierige Prognosen, ungewisse Zukunft, politische Entscheidungs-Macht, sicherer Entscheider, sichere Entscheidungs-Vort?uschung, zur?ckgetretener Wirtschaftsminister-Glos, kraftvolles Entscheider-Bild-Zarkozy","Gegenwart, Vergangenheit","ernst Lage, m”glich Entscheidungen, beruhen Unsicherheit-Entscheidungen, bedeuten Zukunft-Vorgriff, schwierig Zukunftsprognose-Allen, ungewisser Zukunft, aufbauen Zust„ndigen-Gewissheit,  kraftvollen Entscheiders-Sarkozy, unverborgen Ratlosigkeit-Glos",Wirtschaftskrise: Keiner hat die Lösung ,"Dass die Lage ernst ist, lässt sich kaum bestreiten. Aber der Hinweis darauf, sie sei derart unklar, dass rasche Entscheidungen unmöglich oder prekär seien, entspringt einem Denkfehler. Jede politische Entscheidung beruht auf einem mehr oder minder großen Maß an Unsicherheit. Wäre alles sicher, müsste nichts entschieden werden. Der Grund liegt einfach darin, dass Entscheidungen einen Vorgriff auf die Zukunft bedeuten. »Prognosen sind im Allgemeinen schwierig«, hat Woody Allen einmal bemerkt, »besonders wenn sie die Zukunft betreffen.« Da nun bekanntlich nichts ungewisser ist als die Zukunft, gewinnt die politische Entscheidung ihre Macht vor allem dadurch, dass der jeweils Zuständige sie trifft. Er muss sich seiner Sache gewiss sein, sich andernfalls aber den Anschein von Gewissheit geben. Der französische Präsident Sarkozy etwa spielt den Typus des kraftvollen Entscheiders. Sein Gegenbild erblicken wir in dem zurückgetretenen Wirtschaftsminister Glos, der seine Ratlosigkeit nicht zu verbergen verstand.",http://www.zeit.de/2009/09/01-Krise/komplettansicht?print=true
358,1,0,-1,36,3,Gegenwart,notwendig Entscheidungen-Politik,Gegenwart,"ausgedr?ckte Souver?nit?t-Handeln, nebens?chliche Inhalts-Richtigkeit, m?glich-lange Fehlentscheidung-Liste, schnelle Entlassung-Unwissenheits-Eingest?ndnis-Glos","Gegenwart, Zukunft","handelt-souver„n Zust„ndige, wichtig inhaltliche-Entscheidung-Richtigkeit, verz”gert Entscheidung-Resultat, erlaubt Fehlentscheidungen, vermeiden Ahnungslosigkeit-Eingest„nddnis-Zukunft",Wirtschaftskrise: Keiner hat die Lösung ,"Dass der Zuständige souverän handelt, drückt sich darin aus, dass er eine Entscheidung trifft. Ihre inhaltliche Richtigkeit tritt demgegenüber in den Hintergrund, sie zeigt sich ja oft erst viel später oder auch nicht. Dabei darf die Liste seiner Fehlentscheidungen eine gewisse Länge durchaus erreichen, bevor er seines Amtes verlustig geht. Was ihn allerdings schnell den Kopf kosten kann (und das widerfuhr Glos), ist das Eingeständnis, er wisse nicht, was zu tun sei.",http://www.zeit.de/2009/09/01-Krise/komplettansicht?print=true
359,-1,-2,-1,36,4,Gegenwart,"hoch Gelassenheit-?ffentlichkeit-Wirtschaftskrise, niedrig Beitrag-Regierung-St?rkung-Vertrauen",Gegenwart ,"derzeitige Unwissenheits-Eingest?ndnis-Mode, seltsame ?ffentlichkeits-Geduld, m?glich Gelassenheitsausdruck, m?glich Erstarrungs-Ausdruck, endlose Nullen-Zahlen, pure Phantasmagorien, bedrohliche Expertise-Pessimismus, sinkend Zust?ndigen-Vertrauen",Gegenwart,"erwecken Mitleid, erwecken Sympathie, seltsamen ™ffentlichkeit-Geduld, sch”ner Gelassenheit, angstvoller Erstarrung, purer Phantasmagorien, bedrohlichen Expertise, schw„chen Zust„ndigen-Zutrauen",Wirtschaftskrise: Keiner hat die Lösung ,"Gerade dies aber scheint derzeit nahezu Mode, als ob es darum ginge, Mitleid und Sympathie zu erwecken. In der Tat reagiert die Öffentlichkeit mit einer seltsamen Geduld, von der man noch nicht weiß, ob sie Ausdruck schöner Gelassenheit oder angstvoller Erstarrung ist. Selbst wer glaubt, rechnen zu können, muss angesichts dieser Zahlen mit ihren scheinbar endlosen Nullen das Gefühl haben, er betrete das Reich purer Phantasmagorien. Seinem Wunsch aber, bald daraus erwachen zu dürfen, begegnen jene Entscheider, die das alles angerichtet haben, mit der bedrohlichen Expertise, alles sei wesentlich schlimmer als gedacht. Es trägt nicht eben dazu bei, das Zutrauen in die Zuständigen zu stärken.",http://www.zeit.de/2009/09/01-Krise/komplettansicht?print=true
