"",2005-11-16,2005-12-16,2006-01-16,2006-02-16,2006-03-28,2006-06-16,2006-06-26,2006-07-03,2006-07-17,2006-08-16,2006-09-14,2006-10-16,2006-11-17,2006-12-15,2007-01-16,2007-02-16,2007-03-21,2007-04-16,2007-05-10,2007-06-15,2007-07-13,2007-08-16,2007-09-14,2007-10-15,2007-11-16,2007-12-14,2008-01-16,2008-02-15,2008-03-17,2008-04-14,2008-05-16,2008-06-19,2008-07-14,2008-08-15,2008-09-16,2008-10-16,2008-11-17,2008-12-16,2009-01-16,2009-02-16,2009-03-16,2010-03-04,2010-03-15,2010-04-16,2010-05-17,2010-06-15,2010-07-14,2010-08-16,2010-09-15,2010-10-15,2010-11-15,2010-12-14,2011-01-17,2011-02-14,2011-03-17,2011-04-15,2011-05-16,2011-06-15,2011-07-15,2011-08-15,2011-09-15,2011-10-17,2011-11-14,2011-12-15,2012-01-16,2012-02-14,2012-03-15,2012-04-16,2012-05-14,2012-06-15,2012-07-16,2012-08-15,2012-09-17,2012-10-15,2012-11-14,2012-12-17,2013-01-16,2013-02-15,2013-04-15,2013-05-15,2013-06-17,2013-07-15,2013-08-12,2013-09-16,2013-10-15,2013-11-15,2013-12-16,2014-01-16,2014-02-17,2014-03-17,2014-04-15,2014-05-15,2014-06-16,2014-07-15,2014-08-15,2014-09-15,2014-10-15,2014-11-17,2014-12-15,2015-01-16,2015-02-17
2010-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.74,103.74,103.74,103.74,103.74,103.74,103.74,103.74,103.74,103.74,103.74,103.70,103.23,103.23,103.23,103.23,103.23,103.55,103.55,103.55,103.55,103.55,103.55,103.55,103.55,103.55,103.55,103.78,103.78,103.78,103.78,103.78,103.78,103.78,103.78,103.78,98.27,98.27,98.27,98.27,98.27,98.32,98.32,98.32,98.32,98.29,98.29,98.34,98.34,98.34,98.34,98.38,98.38,98.38,98.38,98.38,98.38,98.41,98.41
2010-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.24,104.24,104.24,104.24,104.24,104.24,104.24,104.24,104.24,104.24,104.22,104.06,104.06,104.06,104.06,104.06,103.94,103.94,103.94,103.94,103.94,103.94,103.94,103.94,103.94,103.94,103.99,103.99,103.99,103.99,103.99,103.99,103.99,103.99,103.99,98.39,98.39,98.38,98.39,98.39,98.43,98.43,98.43,98.43,98.40,98.40,98.43,98.43,98.43,98.43,98.48,98.48,98.48,98.48,98.48,98.48,98.50,98.50
2010-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.97,104.97,104.97,104.97,104.97,104.97,104.97,104.97,104.97,104.34,104.33,104.33,104.33,104.33,104.33,104.18,104.18,104.18,104.18,104.18,104.18,104.18,104.18,104.18,104.18,104.28,104.28,104.28,104.28,104.28,104.28,104.28,104.28,104.28,98.64,98.64,98.70,98.73,98.73,98.78,98.78,98.78,98.78,98.71,98.71,98.74,98.74,98.74,98.74,98.90,98.90,98.90,98.90,98.90,98.90,98.92,98.92
2010-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.52,104.52,104.52,104.52,104.52,104.52,104.52,104.52,104.26,104.29,104.29,104.29,104.29,104.29,103.98,103.98,103.98,103.98,103.98,103.98,103.98,103.98,103.98,103.98,102.77,102.77,102.77,102.77,102.77,102.77,102.77,102.77,102.77,97.62,97.62,97.13,97.56,97.56,97.17,97.17,97.17,97.17,97.08,97.08,97.09,97.09,97.09,97.09,97.09,97.09,97.09,97.09,97.09,97.09,97.08,97.08
2010-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.43,104.43,104.43,104.43,104.43,104.43,104.43,104.55,104.58,104.58,104.58,104.58,104.58,104.25,104.25,104.25,104.25,104.25,104.25,104.25,104.25,104.25,104.25,104.05,104.05,104.05,104.05,104.05,104.05,104.05,104.05,104.05,97.94,97.94,97.99,97.92,97.92,97.99,97.99,97.99,97.99,97.90,97.90,97.91,97.91,97.91,97.91,97.41,97.41,97.41,97.41,97.41,97.41,97.30,97.30
2010-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.69,106.69,106.69,106.69,106.69,106.69,106.51,106.89,106.89,106.89,106.89,106.89,107.28,107.28,107.28,107.28,107.28,107.28,107.28,107.28,107.28,107.28,107.04,107.04,107.04,107.04,107.04,107.04,107.04,107.04,107.04,101.08,101.08,101.09,101.04,101.04,101.12,101.12,101.12,101.12,100.99,100.99,101.08,101.08,101.08,101.08,101.07,101.07,101.07,101.07,101.07,101.07,101.04,101.04
2010-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.46,104.46,104.46,104.46,104.46,104.86,104.62,104.62,104.62,104.62,104.62,104.69,104.69,104.69,104.69,104.69,104.69,104.69,104.69,104.69,104.69,104.79,104.79,104.79,104.79,104.79,104.79,104.79,104.79,104.79,99.17,99.17,99.20,99.13,99.13,98.90,98.90,98.90,98.90,98.75,98.75,98.82,98.82,98.82,98.82,98.87,98.87,98.87,98.87,98.87,98.87,98.72,98.72
2010-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.96,105.96,105.96,105.96,105.82,105.82,105.82,105.82,105.82,105.82,105.68,105.68,105.68,105.68,105.68,105.68,105.68,105.68,105.68,105.68,105.94,105.94,105.94,105.94,105.94,105.94,105.94,105.94,105.94,100.14,100.14,100.17,100.10,100.10,100.15,100.15,100.15,100.15,100.00,100.00,100.05,100.05,100.05,100.05,100.07,100.07,100.07,100.07,100.07,100.07,100.05,100.05
2010-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.00,106.00,106.00,106.44,106.58,106.58,106.58,106.58,106.58,106.49,106.49,106.49,106.49,106.49,106.49,106.49,106.49,106.49,106.49,107.04,107.04,107.04,107.04,107.04,107.04,107.04,107.04,107.04,101.48,101.48,101.51,101.37,101.37,101.43,101.43,101.43,101.43,101.31,101.31,101.37,101.37,101.37,101.37,101.40,101.40,101.40,101.40,101.40,101.40,101.37,101.37
2010-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.83,106.83,106.98,107.18,107.18,107.18,107.18,107.18,107.26,107.26,107.26,107.26,107.26,107.26,107.26,107.26,107.26,107.26,107.49,107.49,107.49,107.49,107.49,107.49,107.49,107.49,107.49,101.61,101.61,101.64,101.58,101.58,101.65,101.65,101.65,101.65,101.53,101.53,101.60,101.60,101.60,101.60,101.63,101.63,101.63,101.63,101.63,101.63,101.52,101.52
2010-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.10,107.59,108.13,108.13,108.13,108.13,108.13,108.20,108.20,108.20,108.20,108.20,108.20,108.20,108.20,108.20,108.20,108.17,108.17,108.17,108.17,108.17,108.17,108.17,108.17,108.17,101.57,101.57,101.80,101.74,101.74,101.84,101.84,101.84,101.84,102.77,102.77,102.08,102.08,102.08,102.08,102.21,102.21,102.21,102.21,102.21,102.21,102.53,102.53
2010-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.94,109.08,109.08,109.08,109.08,109.08,109.30,109.30,109.30,109.30,109.30,109.30,109.30,109.30,109.30,109.30,109.71,109.71,109.71,109.71,109.71,109.71,109.71,109.71,109.71,103.97,103.97,103.98,103.96,103.96,104.03,104.03,104.03,104.03,103.99,103.99,104.34,104.34,104.34,104.34,104.39,104.39,104.39,104.39,104.39,104.39,104.47,104.47
2011-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.82,109.82,109.82,109.82,109.82,110.24,110.24,110.24,110.24,110.24,110.24,110.24,110.09,110.09,110.09,110.42,110.42,110.42,110.42,110.42,110.42,110.42,110.42,110.42,104.61,104.61,104.60,104.61,104.61,104.66,104.66,104.66,104.66,104.61,104.61,104.67,104.67,104.67,104.67,104.71,104.71,104.71,104.71,104.71,104.71,104.78,104.78
2011-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.37,111.37,111.37,111.37,111.22,111.22,111.22,111.22,111.22,111.22,111.22,111.06,111.06,111.06,111.11,111.11,111.11,111.11,111.11,111.11,111.11,111.11,111.11,105.14,105.14,105.13,105.17,105.17,105.19,105.19,105.19,105.19,105.12,105.12,105.19,105.19,105.19,105.19,105.23,105.23,105.23,105.23,105.23,105.23,105.30,105.30
2011-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.17,112.17,112.17,112.00,112.00,112.00,112.00,112.00,112.00,112.00,112.05,112.05,112.05,112.16,112.16,112.16,112.16,112.16,112.16,112.16,112.16,112.16,106.11,106.11,106.23,106.30,106.30,106.33,106.33,106.33,106.33,106.22,106.22,106.27,106.27,106.27,106.27,106.50,106.50,106.50,106.50,106.50,106.50,106.55,106.55
2011-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.58,115.58,115.11,115.11,115.11,115.11,115.11,115.11,115.11,115.03,115.03,115.03,113.38,113.38,113.38,113.38,113.38,113.38,113.38,113.38,113.38,107.73,107.73,107.08,107.66,107.66,107.18,107.18,107.18,107.18,107.03,107.03,107.01,107.01,107.01,107.01,107.04,107.04,107.04,107.04,107.04,107.04,107.05,107.05
2011-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.26,114.80,114.80,114.80,114.80,114.80,114.80,114.80,114.79,114.79,114.79,114.52,114.52,114.52,114.52,114.52,114.52,114.52,114.52,114.52,107.61,107.61,107.70,107.50,107.50,107.65,107.65,107.65,107.65,107.52,107.52,107.55,107.55,107.55,107.55,106.85,106.85,106.85,106.85,106.85,106.85,106.47,106.47
2011-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.17,113.17,113.17,113.17,113.17,113.17,113.17,113.28,113.28,113.28,112.99,112.99,112.99,112.99,112.99,112.99,112.99,112.99,112.99,106.62,106.62,106.64,106.58,106.58,106.76,106.76,106.76,106.76,106.60,106.60,106.71,106.71,106.71,106.71,106.71,106.71,106.71,106.71,106.71,106.71,106.66,106.66
2011-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.09,113.09,113.09,113.09,113.09,113.09,112.93,112.93,112.93,113.08,113.08,113.08,113.08,113.08,113.08,113.08,113.08,113.08,107.05,107.05,107.09,107.00,107.00,106.67,106.67,106.67,106.67,106.48,106.48,106.56,106.56,106.56,106.56,106.63,106.63,106.63,106.63,106.63,106.63,106.43,106.43
2011-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.21,113.21,113.21,113.21,113.21,113.24,113.24,113.24,113.60,113.60,113.60,113.60,113.60,113.60,113.60,113.60,113.60,107.42,107.42,107.48,107.39,107.39,107.45,107.45,107.45,107.45,107.25,107.25,107.35,107.35,107.35,107.35,107.38,107.38,107.38,107.38,107.38,107.38,107.35,107.35
2011-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.99,112.99,112.99,112.99,113.01,113.01,113.01,113.68,113.68,113.68,113.68,113.68,113.68,113.68,113.68,113.68,107.86,107.86,107.92,107.83,107.83,107.90,107.90,107.90,107.90,107.79,107.79,107.89,107.89,107.89,107.89,107.91,107.91,107.91,107.91,107.91,107.91,107.90,107.90
2011-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.79,113.79,113.79,113.87,113.87,113.87,114.21,114.21,114.21,114.21,114.21,114.21,114.21,114.21,114.21,107.93,107.93,107.97,107.90,107.90,107.98,107.98,107.98,107.98,107.82,107.82,107.90,107.90,107.90,107.90,107.92,107.92,107.92,107.92,107.92,107.92,107.83,107.83
2011-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.14,115.14,115.98,115.98,115.98,115.96,115.96,115.96,115.96,115.96,115.96,115.96,115.96,115.96,108.87,108.87,109.07,108.99,108.99,109.09,109.09,109.09,109.09,110.25,110.25,109.37,109.37,109.37,109.37,109.55,109.55,109.55,109.55,109.55,109.55,110.01,110.01
2011-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.40,114.22,114.22,114.22,114.71,114.71,114.71,114.71,114.71,114.71,114.71,114.71,114.71,108.76,108.76,108.79,108.76,108.76,108.83,108.83,108.83,108.83,108.79,108.79,109.27,109.27,109.27,109.27,109.32,109.32,109.32,109.32,109.32,109.32,109.44,109.44
2012-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.39,115.39,115.39,115.78,115.78,115.78,115.78,115.78,115.78,115.78,115.78,115.78,109.32,109.32,109.30,109.32,109.32,109.35,109.35,109.35,109.35,109.30,109.30,109.32,109.32,109.32,109.32,109.37,109.37,109.37,109.37,109.37,109.37,109.49,109.49
2012-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.79,116.79,116.82,116.82,116.82,116.82,116.82,116.82,116.82,116.82,116.82,110.52,110.52,110.49,110.59,110.59,110.55,110.55,110.55,110.55,110.47,110.47,110.56,110.56,110.56,110.56,110.57,110.57,110.57,110.57,110.57,110.57,110.68,110.68
2012-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.19,117.30,117.30,117.30,117.30,117.30,117.30,117.30,117.30,117.30,111.02,111.02,111.19,111.28,111.28,111.30,111.30,111.30,111.30,111.17,111.17,111.23,111.23,111.23,111.23,111.54,111.54,111.54,111.54,111.54,111.54,111.61,111.61
2012-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.69,118.69,118.69,118.69,118.69,118.69,118.69,118.69,118.69,112.94,112.94,112.13,112.83,112.83,112.26,112.26,112.26,112.26,112.06,112.06,111.99,111.99,111.99,111.99,112.07,112.07,112.07,112.07,112.07,112.07,112.10,112.10
2012-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.71,122.71,122.71,122.71,122.71,122.71,122.71,122.71,114.99,114.99,115.11,114.80,114.80,115.05,115.05,115.05,115.05,114.88,114.88,114.92,114.92,114.92,114.92,114.02,114.02,114.02,114.02,114.02,114.02,113.31,113.31
2012-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.70,119.70,119.70,119.70,119.70,119.70,119.70,113.11,113.11,113.15,113.05,113.05,113.36,113.36,113.36,113.36,113.19,113.19,113.31,113.31,113.31,113.31,113.34,113.34,113.34,113.34,113.34,113.34,113.29,113.29
2012-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.93,118.93,118.93,118.93,118.93,118.93,112.33,112.33,112.40,112.29,112.29,111.85,111.85,111.85,111.85,111.63,111.63,111.74,111.74,111.74,111.74,111.81,111.81,111.81,111.81,111.81,111.81,111.55,111.55
2012-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.45,119.45,119.45,119.45,119.45,112.89,112.89,112.98,112.88,112.88,112.95,112.95,112.95,112.95,112.70,112.70,112.85,112.85,112.85,112.85,112.89,112.89,112.89,112.89,112.89,112.89,112.90,112.90
2012-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.46,118.46,118.46,118.46,112.49,112.49,112.59,112.50,112.50,112.58,112.58,112.58,112.58,112.51,112.51,112.65,112.65,112.65,112.65,112.68,112.68,112.68,112.68,112.68,112.68,112.67,112.67
2012-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.29,120.29,120.29,113.66,113.66,113.74,113.67,113.67,113.75,113.75,113.75,113.75,113.56,113.56,113.63,113.63,113.63,113.63,113.66,113.66,113.66,113.66,113.66,113.66,113.57,113.57
2012-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.21,120.21,113.73,113.73,113.87,113.79,113.79,113.89,113.89,113.89,113.89,115.22,115.22,114.17,114.17,114.17,114.17,114.37,114.37,114.37,114.37,114.37,114.37,114.98,114.98
2012-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.83,111.58,111.58,111.64,111.61,111.61,111.68,111.68,111.68,111.68,111.64,111.64,112.23,112.23,112.23,112.23,112.28,112.28,112.28,112.28,112.28,112.28,112.44,112.44
2013-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.43,114.43,114.42,114.46,114.46,114.48,114.48,114.48,114.48,114.42,114.42,114.15,114.15,114.15,114.15,114.23,114.23,114.23,114.23,114.23,114.23,114.40,114.40
2013-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.75,114.75,114.72,114.89,114.89,114.81,114.81,114.81,114.81,114.70,114.70,114.66,114.66,114.66,114.66,114.64,114.64,114.64,114.64,114.64,114.64,114.78,114.78
2013-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.07,113.29,113.41,113.41,113.42,113.42,113.42,113.42,113.27,113.27,113.36,113.36,113.36,113.36,113.73,113.73,113.73,113.73,113.73,113.73,113.82,113.82
2013-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.66,116.46,116.46,115.86,115.86,115.86,115.86,115.60,115.60,115.96,115.96,115.96,115.96,116.12,116.12,116.12,116.12,116.12,116.12,116.17,116.17
2013-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.43,120.43,120.79,120.79,120.79,120.79,120.58,120.58,120.68,120.68,120.68,120.68,119.56,119.56,119.56,119.56,119.56,119.56,118.53,118.53
2013-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.34,113.74,113.74,113.74,113.74,113.57,113.57,114.11,114.11,114.11,114.11,114.17,114.17,114.17,114.17,114.17,114.17,114.12,114.12
2013-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.37,117.37,117.37,117.37,117.11,117.11,117.15,117.15,117.15,117.15,117.23,117.23,117.23,117.23,117.23,117.23,116.91,116.91
2013-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.12,117.12,117.12,116.85,116.85,116.94,116.94,116.94,116.94,116.99,116.99,116.99,116.99,116.99,116.99,117.07,117.07
2013-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.76,116.76,116.80,116.80,116.90,116.90,116.90,116.90,116.94,116.94,116.94,116.94,116.94,116.94,116.92,116.92
2013-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.46,117.24,117.24,117.47,117.47,117.47,117.47,117.51,117.51,117.51,117.51,117.51,117.51,117.43,117.43
2013-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.08,117.08,117.28,117.28,117.28,117.28,117.52,117.52,117.52,117.52,117.52,117.52,118.25,118.25
2013-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.26,116.63,116.63,116.63,116.63,116.69,116.69,116.69,116.69,116.69,116.69,116.88,116.88
2014-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.52,118.52,118.52,118.52,118.63,118.63,118.63,118.63,118.63,118.63,118.82,118.82
2014-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.97,118.97,118.97,118.92,118.92,118.92,118.92,118.92,118.92,119.08,119.08
2014-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.05,118.05,118.50,118.50,118.50,118.50,118.50,118.50,118.61,118.61
2014-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.49,119.66,119.66,119.66,119.66,119.66,119.66,119.70,119.70
2014-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.75,122.75,122.75,122.75,122.75,122.75,121.51,121.51
2014-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.41,120.41,120.41,120.41,120.41,120.42,120.42
2014-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.82,121.82,121.82,121.82,121.44,121.44
2014-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.88,119.88,119.88,120.03,120.03
2014-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.44,121.44,121.41,121.41
2014-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.48,121.42,121.42
2014-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.01,121.01
2014-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.89
